QueryInput;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;Node name;IsAlive
Anatidae;Anatidae;136973;Family;accepted;Animalia;Chordata;Aves;Anseriformes;Anatidae;;;Grand_Banks_of_Newfoundland_105.scor;Ducks;True
1806;Echinodermata;1806;Phylum;accepted;Animalia;Echinodermata;;;;;;Grand_Banks_of_Newfoundland_105.scor;Echinoderms;True
Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Grand_Banks_of_Newfoundland_105.scor;G. Halibut +65cm;True
Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Grand_Banks_of_Newfoundland_105.scor;G. Halibut Juv.;True
254538;Gadus macrocephalus;254538;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus macrocephalus;Grand_Banks_of_Newfoundland_105.scor;Greenland cod;True
Halichoerus grypus;Halichoerus grypus;137080;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;Halichoerus grypus;Grand_Banks_of_Newfoundland_105.scor;Grey seals;True
159019;Pagophilus groenlandicus;159019;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus;Grand_Banks_of_Newfoundland_105.scor;Harp Seals;True
126417;Clupea harengus;126417;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus;Grand_Banks_of_Newfoundland_105.scor;Herring;True
Cystophora cristata;Cystophora cristata;137078;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata;Grand_Banks_of_Newfoundland_105.scor;Hooded Seals;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;Juv. Dem. Pisc (- 40cm);True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;L. Dem. Pisc (+40 cm);True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;L.Dem.Feeders (+ 30cm);True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;L.Zooplankton;True
1130;Decapoda;1130;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Grand_Banks_of_Newfoundland_105.scor;Large Crabs +95 cm;True
156134;Homarus americanus;156134;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Nephropidae;Homarus;Homarus americanus;Grand_Banks_of_Newfoundland_105.scor;Lobster;True
Cyclopterus lumpus;Cyclopterus lumpus;127214;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus lumpus;Grand_Banks_of_Newfoundland_105.scor;Lumpfish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;O.Benthic Inver;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;O.S.Demersals;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Grand_Banks_of_Newfoundland_105.scor;Piscivorous Birds;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Grand_Banks_of_Newfoundland_105.scor;Planktivorous Birds;True
883;Polychaeta;883;Class;accepted;Animalia;Annelida;Polychaeta;;;;;Grand_Banks_of_Newfoundland_105.scor;Polychaetes;True
Sebastes;Sebastes;126175;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;;Grand_Banks_of_Newfoundland_105.scor;Redfish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;S.Dem.Feeders;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;S.Zooplankton;True
Salmo salar;Salmo salar;127186;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar;Grand_Banks_of_Newfoundland_105.scor;Salmon;True
Ammodytes dubius;Ammodytes dubius;151520;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Ammodytes dubius;Grand_Banks_of_Newfoundland_105.scor;Sandlance;True
153087;Illex illecebrosus;153087;Species;accepted;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Illex;Illex illecebrosus;Grand_Banks_of_Newfoundland_105.scor;Shortfinned squid;True
Pandalus;Pandalus;107044;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;Pandalus;;Grand_Banks_of_Newfoundland_105.scor;Shrimp;True
105711;Rajidae;105711;Family;accepted;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;;;Grand_Banks_of_Newfoundland_105.scor;Skates;True
1130;Decapoda;1130;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Grand_Banks_of_Newfoundland_105.scor;Small Crabs - 95 cm;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;Small Mesopelagics;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;Small Pelagics;True
Scomber scombrus;Scomber scombrus;127023;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Grand_Banks_of_Newfoundland_105.scor;Transient Mackerel ( +29cm);True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Grand_Banks_of_Newfoundland_105.scor;Transient Pelagics;True
Odobenus rosmarus;Odobenus rosmarus;137077;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus;Grand_Banks_of_Newfoundland_105.scor;Walrus;True
Pseudopleuronectes americanus;Pseudopleuronectes americanus;158885;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Pseudopleuronectes;Pseudopleuronectes americanus;Grand_Banks_of_Newfoundland_105.scor;Winter flounder;True
127136;Glyptocephalus cynoglossus;127136;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Glyptocephalus;Glyptocephalus cynoglossus;Grand_Banks_of_Newfoundland_105.scor;Witch flounder;True
1571969;Myzopsetta ferruginea;1571969;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Myzopsetta;Myzopsetta ferruginea;Grand_Banks_of_Newfoundland_105.scor;Yellowtail Flounders;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Gulf_of_California_450.scor;Benthic inv.;True
Callinectes;Callinectes;106921;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;;Gulf_of_California_450.scor;Callinectes sp.;True
11707;Cephalopoda;11707;Class;accepted;Animalia;Mollusca;Cephalopoda;;;;;Gulf_of_California_450.scor;Cephalopoda;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Gulf_of_California_450.scor;Coastal birds;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Gulf_of_California_450.scor;Elasmobranchi (RAYS);True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Gulf_of_California_450.scor;Elasmobranchi (SHARKS);True
1809219;Penaeus (Farfantepenaeus) californiensis;1809219;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus (Farfantepenaeus) californiensis;Gulf_of_California_450.scor;Farfantepenaeus californiensis (ADULTS);True
1809219;Penaeus (Farfantepenaeus) californiensis;1809219;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus (Farfantepenaeus) californiensis;Gulf_of_California_450.scor;Farfantepenaeus californiensis (JUVENILES);True
1517532;Carangiformes;1517532;Order;accepted;Animalia;Chordata;Teleostei;Carangiformes;;;;Gulf_of_California_450.scor;Flat fishes;True
125538;Haemulidae;125538;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;;;Gulf_of_California_450.scor;Haemulidae;True
1809211;Penaeus (Litopenaeus) stylirostris;1809211;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus (Litopenaeus) stylirostris;Gulf_of_California_450.scor;Litopenaeus stylirostris (ADULTS);True
1809211;Penaeus (Litopenaeus) stylirostris;1809211;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Penaeus;Penaeus (Litopenaeus) stylirostris;Gulf_of_California_450.scor;Litopenaeus stylirostris (JUVENILES);True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Gulf_of_California_450.scor;Macrophytes;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Gulf_of_California_450.scor;Marine birds;True
125473;Merlucciidae;125473;Family;accepted;Animalia;Chordata;Teleostei;Gadiformes;Merlucciidae;;;Gulf_of_California_450.scor;Merluccidae;True
151456;Gerreidae;151456;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;;;Gulf_of_California_450.scor;Mojarras;True
125498;Myctophidae;125498;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;;;Gulf_of_California_450.scor;Myctophidos;True
148724;Mysticeti;148724;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Gulf_of_California_450.scor;Mysticeti;True
148723;Odontoceti;148723;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Gulf_of_California_450.scor;Odontoceti;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Gulf_of_California_450.scor;Other fishes;True
Phocoena sinus;Phocoena sinus;343897;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Phocoenidae;Phocoena;Phocoena sinus;Gulf_of_California_450.scor;Phocoena sinus;True
883;Polychaeta;883;Class;accepted;Animalia;Annelida;Polychaeta;;;;;Gulf_of_California_450.scor;Polychaeta;True
105712;Rhinobatidae;105712;Family;accepted;Animalia;Chordata;Elasmobranchii;Rhinopristiformes;Rhinobatidae;;;Gulf_of_California_450.scor;Rhinobatidae;True
125558;Sciaenidae;125558;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;;;Gulf_of_California_450.scor;Sciaenidae;True
125561;Serranidae;125561;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;;;Gulf_of_California_450.scor;Serranidae;True
Sicyonia penicillata;Sicyonia penicillata;377649;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Sicyoniidae;Sicyonia;Sicyonia penicillata;Gulf_of_California_450.scor;Sicyonia penicillata;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Gulf_of_California_450.scor;Small pelagics;True
14355;Stomatopoda;14355;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;Gulf_of_California_450.scor;Stomatopoda;True
Totoaba macdonaldi;Totoaba macdonaldi;283019;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi;Gulf_of_California_450.scor;Totoaba macdonaldi (ADULTS);True
Totoaba macdonaldi;Totoaba macdonaldi;283019;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi;Gulf_of_California_450.scor;Totoaba macdonaldi (JUVENILES);True
Zalophus californianus;Zalophus californianus;255003;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus;Gulf_of_California_450.scor;Zalophus californianus;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Gulf_of_California_450.scor;Zooplankton;True
Salvelinus alpinus;Salvelinus alpinus;127188;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salvelinus;Salvelinus alpinus;Hudson_Bay_446.scor;Arctic Char;True
Salmo salar;Salmo salar;127186;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar;Hudson_Bay_446.scor;Atlantic Salmon;True
Erignathus barbatus;Erignathus barbatus;137079;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Erignathus;Erignathus barbatus;Hudson_Bay_446.scor;Bearded Seal;True
Delphinapterus leucas;Delphinapterus leucas;137115;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446.scor;Beluga E;True
Delphinapterus leucas;Delphinapterus leucas;137115;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446.scor;Beluga James;True
Delphinapterus leucas;Delphinapterus leucas;137115;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446.scor;Beluga W;True
105;Bivalvia;105;Class;accepted;Animalia;Mollusca;Bivalvia;;;;;Hudson_Bay_446.scor;Bivalves;True
Balaena mysticetus;Balaena mysticetus;137086;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenidae;Balaena;Balaena mysticetus;Hudson_Bay_446.scor;Bowhead;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Hudson_Bay_446.scor;Brackish Fish;True
Mallotus villosus;Mallotus villosus;126735;Species;accepted;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus;Hudson_Bay_446.scor;Capelin;True
11707;Cephalopoda;11707;Class;accepted;Animalia;Mollusca;Cephalopoda;;;;;Hudson_Bay_446.scor;Cephalopods;True
1080;Copepoda;1080;Class;accepted;Animalia;Arthropoda;Copepoda;;;;;Hudson_Bay_446.scor;Copepods;True
1066;Crustacea;1066;Subphylum;accepted;Animalia;Arthropoda;;;;;;Hudson_Bay_446.scor;Crustaceans;True
1806;Echinodermata;1806;Phylum;accepted;Animalia;Echinodermata;;;;;;Hudson_Bay_446.scor;Echinoderms;True
1128;Euphausiacea;1128;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;;;;Hudson_Bay_446.scor;Euphausids;True
10313;Gadiformes;10313;Order;accepted;Animalia;Chordata;Teleostei;Gadiformes;;;;Hudson_Bay_446.scor;Gadiformes;True
Phoca vitulina;Phoca vitulina;137084;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina;Hudson_Bay_446.scor;Harbour Seal;True
159019;Pagophilus groenlandicus;159019;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus;Hudson_Bay_446.scor;Harp seal;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Hudson_Bay_446.scor;Ice Algae;True
Orcinus orca;Orcinus orca;137102;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Orcinus;Orcinus orca;Hudson_Bay_446.scor;Killer Whale;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Hudson_Bay_446.scor;MacroZooplankton;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Hudson_Bay_446.scor;Marine Worms;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Hudson_Bay_446.scor;MicroZooplankton;True
Monodon monoceros;Monodon monoceros;137116;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Monodon;Monodon monoceros;Hudson_Bay_446.scor;Narwhal;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Hudson_Bay_446.scor;Other Benthos;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Hudson_Bay_446.scor;Other Marine Fish;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Hudson_Bay_446.scor;Other MesoZooplankton;True
Ursus maritimus;Ursus maritimus;137085;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;Hudson_Bay_446.scor;Polar Bear Foxe;True
Ursus maritimus;Ursus maritimus;137085;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;Hudson_Bay_446.scor;Polar Bear WHB;True
Pusa hispida;Pusa hispida;159021;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa hispida;Hudson_Bay_446.scor;Ringed Seal;True
Ammodytes dubius;Ammodytes dubius;151520;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Ammodytes dubius;Hudson_Bay_446.scor;Sandlance;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Hudson_Bay_446.scor;Sculpins/ Zoarcids;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Hudson_Bay_446.scor;Seabirds;True
Ursus maritimus;Ursus maritimus;137085;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;Hudson_Bay_446.scor;SH Polar Bear;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Hudson_Bay_446.scor;Sharks/Rays;True
Odobenus rosmarus rosmarus;Odobenus rosmarus rosmarus;255010;Subspecies;accepted;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;;Hudson_Bay_446.scor;Walrus N;True
Odobenus rosmarus rosmarus;Odobenus rosmarus rosmarus;255010;Subspecies;accepted;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;;Hudson_Bay_446.scor;Walrus S;True
151453;Lutjanidae;151453;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;Jalisco_and_Colima_Coast_307.scor;Adultos Lutjanu;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Jalisco_and_Colima_Coast_307.scor;Anguilas y more;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Jalisco_and_Colima_Coast_307.scor;Aves marinas;True
106673;Brachyura;106673;Infraorder;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Jalisco_and_Colima_Coast_307.scor;Braquiuros;True
125523;Carangidae;125523;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;;;Jalisco_and_Colima_Coast_307.scor;Carángidos;True
125531;Coryphaenidae;125531;Family;accepted;Animalia;Chordata;Teleostei;Carangiformes;Coryphaenidae;;;Jalisco_and_Colima_Coast_307.scor;Dorado;True
1806;Echinodermata;1806;Phylum;accepted;Animalia;Echinodermata;;;;;;Jalisco_and_Colima_Coast_307.scor;Equinodermos;True
125559;Scombridae;125559;Family;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;Jalisco_and_Colima_Coast_307.scor;Escómbridos;True
14355;Stomatopoda;14355;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;Jalisco_and_Colima_Coast_307.scor;Estomatópodos;True
125476;Gasterosteidae;125476;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Gasterosteidae;;;Jalisco_and_Colima_Coast_307.scor;Gasterosteidos;True
151456;Gerreidae;151456;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;;;Jalisco_and_Colima_Coast_307.scor;Gerreidos;True
125538;Haemulidae;125538;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;;;Jalisco_and_Colima_Coast_307.scor;Haemúlidos;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jalisco_and_Colima_Coast_307.scor;Infauna;True
151453;Lutjanidae;151453;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;Jalisco_and_Colima_Coast_307.scor;Juveniles Lutja;True
1837;Mammalia;1837;Class;accepted;Animalia;Chordata;Mammalia;;;;;Jalisco_and_Colima_Coast_307.scor;Mamíferos marin;True
51;Mollusca;51;Phylum;accepted;Animalia;Mollusca;;;;;;Jalisco_and_Colima_Coast_307.scor;Moluscos;True
125505;Ophidiidae;125505;Family;accepted;Animalia;Chordata;Teleostei;Ophidiiformes;Ophidiidae;;;Jalisco_and_Colima_Coast_307.scor;Ophidiidos;True
1065;Arthropoda;1065;Phylum;accepted;Animalia;Arthropoda;;;;;;Jalisco_and_Colima_Coast_307.scor;Otros crustáceo;True
151453;Lutjanidae;151453;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;Jalisco_and_Colima_Coast_307.scor;Otros lutjánido;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jalisco_and_Colima_Coast_307.scor;Otros macroinve;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Jalisco_and_Colima_Coast_307.scor;Otros peces;True
106727;Penaeidae;106727;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;;;Jalisco_and_Colima_Coast_307.scor;Peneidos;True
125564;Sparidae;125564;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;Jalisco_and_Colima_Coast_307.scor;Picudos;True
125579;Pleuronectidae;125579;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;;;Jalisco_and_Colima_Coast_307.scor;Pleuronéctidos;True
11782;Octopodidae;11782;Family;accepted;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;;;Jalisco_and_Colima_Coast_307.scor;Pulpo;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Jalisco_and_Colima_Coast_307.scor;Rayas;True
125464;Clupeidae;125464;Family;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;;;Jalisco_and_Colima_Coast_307.scor;Sardinas;True
125558;Sciaenidae;125558;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;;;Jalisco_and_Colima_Coast_307.scor;Sciánidos;True
125561;Serranidae;125561;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;;;Jalisco_and_Colima_Coast_307.scor;Serranidos;True
125559;Scombridae;125559;Family;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;Jalisco_and_Colima_Coast_307.scor;Sierra;True
125449;Synodontidae;125449;Family;accepted;Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;;;Jalisco_and_Colima_Coast_307.scor;Synodontidos;True
125612;Tetraodontidae;125612;Family;accepted;Animalia;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;;;Jalisco_and_Colima_Coast_307.scor;Tetraodóntidos;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Jalisco_and_Colima_Coast_307.scor;Tiburones;True
2689;Testudines;2689;Order;accepted;Animalia;Chordata;;Testudines;;;;Jalisco_and_Colima_Coast_307.scor;Tortugas marina;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jalisco_and_Colima_Coast_307.scor;Zooplancton;True
Choerodon rubescens;Choerodon rubescens;277278;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Choerodon;Choerodon rubescens;Jurien_Bay_456.scor;Baldchin grouper;True
280694;Epinephelides armatus;280694;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Anthiadidae;Epinephelides;Epinephelides armatus;Jurien_Bay_456.scor;Breaksea cod;True
1267;Cnidaria;1267;Phylum;accepted;Animalia;Cnidaria;;;;;;Jurien_Bay_456.scor;Carnivorous Jellyfish;True
2081;Chaetognatha;2081;Phylum;accepted;Animalia;Chaetognatha;;;;;;Jurien_Bay_456.scor;Chaetognaths;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Jurien_Bay_456.scor;Corraline algae;True
11723;Sepiidae;11723;Family;accepted;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiidae;;;Jurien_Bay_456.scor;Cuttlefish;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Deposit feed. invert.;True
Glaucosoma hebraicum;Glaucosoma hebraicum;279190;Species;accepted;Animalia;Chordata;Teleostei;Acropomatiformes;Glaucosomatidae;Glaucosoma;Glaucosoma hebraicum;Jurien_Bay_456.scor;Dhufish;True
2688;Cetacea;2688;Infraorder;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;Jurien_Bay_456.scor;Dolphins;True
Ecklonia;Ecklonia;144195;Genus;accepted;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia;;Jurien_Bay_456.scor;Ecklonia;True
3;Plantae;3;Kingdom;accepted;Plantae;;;;;;;Jurien_Bay_456.scor;Ephemeral seagrasses;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Infauna;True
105;Bivalvia;105;Class;accepted;Animalia;Mollusca;Bivalvia;;;;;Jurien_Bay_456.scor;Infaunal bivalves;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore ass. carnivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore benthopelagic carnivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore pelagic zooplankton feed;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore reef ass. herbivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore reef ass. omnivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore reef ass. zoobenthos feed.;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore sand ass. omnivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore seagrass ass. omnivore;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Inshore seagrass ass. zoob. feed.;True
Aves;Aves;1836;Class;accepted;Animalia;Chordata;Aves;;;;;Jurien_Bay_456.scor;Intertidal birds;True
Coris;Coris;126019;Genus;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Coris;;Jurien_Bay_456.scor;King wrasse;True
101;Gastropoda;101;Class;accepted;Animalia;Mollusca;Gastropoda;;;;;Jurien_Bay_456.scor;Large Carn. Gastropods;True
10193;Elasmobranchii;10193;Class;accepted;Animalia;Chordata;Elasmobranchii;;;;;Jurien_Bay_456.scor;Large coastal sharks;True
1130;Decapoda;1130;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;;;;Jurien_Bay_456.scor;Large Crabs;True
101;Gastropoda;101;Class;accepted;Animalia;Mollusca;Gastropoda;;;;;Jurien_Bay_456.scor;Large Herb. Gastropods;True
2;Animalia;2;Kingdom;accepted;Animalia;;;;;;;Jurien_Bay_456.scor;Large mobile carn. invert.;True
