;file_name;node;kingdom_best_chatgpt;kingdom_best_chatgpt_score;phylum_best_chatgpt;phylum_best_chatgpt_score;class_best_chatgpt;class_best_chatgpt_score;order_best_chatgpt;order_best_chatgpt_score;family_best_chatgpt;family_best_chatgpt_score;genus_best_chatgpt;genus_best_chatgpt_score;species_best_chatgpt;species_best_chatgpt_score
278;Central_Gulf_of_California_239;Shrimp;Animalia;0.995;Arthropoda;0.995;Malacostraca;0.995;Decapoda;0.995;Penaeidae;0.675;;;;
279;Central_Gulf_of_California_239;Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.45;Ommastrephidae;0.25;Dosidicus;0.25;Dosidicus gigas;0.25
280;Central_Gulf_of_California_239;Stomatopods;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.75;Stomatopoda;0.75;;;Squilla;0.2;Squilla empusa;0.1
281;Central_Gulf_of_California_239;Zooplankton;Animalia;0.625;Arthropoda;0.225;Copepoda;0.2125;Calanoida;0.2;Calanidae;0.1875;Calanus;0.1375;Calanus finmarchicus;0.0125
282;Denmark_Faroe_Islands_46;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.95;Balaenopteridae;0.2375;Balaenoptera;0.2375;;
283;Denmark_Faroe_Islands_46;Benthos;Animalia;0.95;Mixed (Arthropoda, Echinodermata, Mollusca, etc.);0.1625;;;;;;;;;;
284;Denmark_Faroe_Islands_46;Blue Whiting;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Micromesistius;0.99;Micromesistius poutassou;0.7424999999999999
285;Denmark_Faroe_Islands_46;Cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.995;Gadus morhua;0.75
286;Denmark_Faroe_Islands_46;Detritus;;;;;;;;;;;;;;
287;Denmark_Faroe_Islands_46;Greenland Halibut;Animalia;1.0;Chordata;1.0;Actinopterygii;0.99;Pleuronectiformes;0.99;Pleuronectidae;0.95;Reinhardtius;0.99;Reinhardtius hippoglossoides;0.735
288;Denmark_Faroe_Islands_46;Haddock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Melanogrammus;1.0;Melanogrammus aeglefinus;0.735
289;Denmark_Faroe_Islands_46;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;0.985;Clupeiformes;0.985;Clupeidae;0.9749999999999999;Clupea;0.97;Clupea harengus;0.75
290;Denmark_Faroe_Islands_46;Lrg. Zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.25;Calanoida;0.5;Calanidae;0.5;Calanus;0.5;Calanus finmarchicus;0.5
291;Denmark_Faroe_Islands_46;Mackerel;Animalia;0.99;Chordata;0.99;Actinopterygii;0.99;Scombriformes;0.9299999999999999;Scombridae;0.99;Scomber;0.99;Scomber scombrus;0.7424999999999999
292;Denmark_Faroe_Islands_46;Nekton;Animalia;1.0;Chordata;1.0;Actinopterygii;0.745;Gadiformes;0.495;Gadidae;0.4975;Gadus;0.49;Gadus morhua;0.49
293;Denmark_Faroe_Islands_46;Other deep water;Animalia;0.995;Chordata;0.525;Actinopterygii;0.52;Gadiformes;0.49;Macrouridae;0.4875;Coryphaenoides;0.2425;Coryphaenoides rupestris;0.24
294;Denmark_Faroe_Islands_46;Other demersal fish;Animalia;0.9824999999999999;Chordata;0.9824999999999999;Actinopterygii;0.9725;Gadiformes;0.49;Gadidae;0.49;Gadus;0.48;Gadus morhua;0.475
295;Denmark_Faroe_Islands_46;Other pelagics;Animalia;1.0;Chordata;0.75;Actinopterygii;0.7124999999999999;;;;;;;;
296;Denmark_Faroe_Islands_46;Phytoplankton;Eukaryota;0.5;Bacillariophyta;0.45;Coscinodiscophyceae;0.2375;Thalassiosirales;0.2375;Phaeocystaceae;0.225;Phaeocystis;0.25;Phaeocystis pouchetii;0.25
297;Denmark_Faroe_Islands_46;Redfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.9;Scorpaenidae;0.45;Sebastes;1.0;Sebastes mentella;0.25
298;Denmark_Faroe_Islands_46;Saithe;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;0.98;Pollachius;0.98;Pollachius virens;0.7475
299;Denmark_Faroe_Islands_46;Seabirds;Animalia;0.95;Chordata;0.95;Aves;0.95;;;;;;;;
300;Denmark_Faroe_Islands_46;Sm. Zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;0.725;Cyclopoida;0.475;Oithonidae;0.45;Oithona;0.5;Oithona similis;0.5
301;Denmark_Faroe_Islands_46;Toothed mammals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.75;;;;;;
302;Eastern_Bering_Sea_183;Adult pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;0.9950000000000001;Gadus;0.9225;Gadus chalcogrammus;0.7275
303;Eastern_Bering_Sea_183;Baleen whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.5;Eschrichtiidae;0.25;Eschrichtius;0.25;Eschrichtius robustus;0.25
304;Eastern_Bering_Sea_183;Beaked whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.7;Ziphiidae;1.0;Berardius;0.25;Berardius bairdii;0.25
305;Eastern_Bering_Sea_183;Benth. Par. feeders;Animalia;1.0;Annelida;0.2375;Polychaeta;0.225;Canalipalpata;0.2125;Cirratulidae;0.225;Aphelochaeta;0.225;Aphelochaeta sp.;0.2
306;Eastern_Bering_Sea_183;Cephalopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Teuthida;0.225;Ommastrephidae;0.25;Todarodes;0.25;Todarodes pacificus;0.2
307;Eastern_Bering_Sea_183;Deepwater fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Moridae;0.25;Antimora;0.425;rostrata;0.225
308;Eastern_Bering_Sea_183;Detritus;;;;;;;;;;;;;Detritus;0.0
309;Eastern_Bering_Sea_183;Epifauna;Animalia;1.0;Annelida;0.25;Polychaeta;0.2375;Phyllodocida;0.25;Nereididae;0.25;Alitta;0.225;Alitta virens;0.15
310;Eastern_Bering_Sea_183;Herb. Zoops;Animalia;1.0;Arthropoda;1.0;Copepoda;1.0;Calanoida;0.75;Calanidae;0.5;Calanus;0.5;Calanus marshallae;0.2375
311;Eastern_Bering_Sea_183;Infauna;Animalia;1.0;Annelida;0.25;Polychaeta;0.2375;Capitellida;0.225;Capitellidae;0.2375;Capitella;0.2375;Capitella capitata;0.225
312;Eastern_Bering_Sea_183;Jellyfish;Animalia;1.0;Cnidaria;1.0;Scyphozoa;0.75;Semaeostomeae;0.45;Ulmaridae;0.25;Aurelia;0.25;Aurelia aurita;0.25
313;Eastern_Bering_Sea_183;Juvenile Pollock;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9975;Gadiformes;0.9975;Gadidae;0.995;Gadus;0.96;Gadus chalcogrammus;0.7475
314;Eastern_Bering_Sea_183;Large Zoops;Animalia;1.0;Arthropoda;1.0;Malacostraca;0.495;Euphausiacea;0.495;Euphausiidae;0.495;Thysanoessa;0.25;Thysanoessa raschii;0.25
315;Eastern_Bering_Sea_183;Large flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.7375;Hippoglossus;0.5;Hippoglossus stenolepis;0.25
316;Eastern_Bering_Sea_183;Other demersal fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.2375;Anoplopomatidae;0.25;Anoplopoma;0.25;Anoplopoma fimbria;0.25
317;Eastern_Bering_Sea_183;Pelagics;Animalia;0.9775;Chordata;0.9724999999999999;Actinopterygii;0.96;Clupeiformes;0.24;Clupeidae;0.2375;Clupea;0.2375;Clupea pallasii;0.235
318;Eastern_Bering_Sea_183;Phytoplankton;Chromista;0.6125;Bacillariophyta;0.5;Coscinodiscophyceae;0.495;Thalassiosirales;0.495;Thalassiosiraceae;0.7075;Thalassiosira;0.4825;Thalassiosira nordenskioeldii;0.4875
319;Eastern_Bering_Sea_183;Pisc. Birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.25;Alcidae;0.25;Uria;0.25;Uria lomvia;0.25
320;Eastern_Bering_Sea_183;Seals;Animalia;0.995;Chordata;0.995;Mammalia;0.995;Carnivora;0.99;Phocidae;0.9375;Phoca;0.2375;vitulina;0.2375
321;Eastern_Bering_Sea_183;Small flatfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.75;Limanda;0.5;Limanda aspera;0.25
322;Eastern_Bering_Sea_183;Sperm whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.6375;Physeteridae;0.98;Physeter;0.9825;Physeter macrocephalus;0.75
323;Eastern_Bering_Sea_183;Steller sea lions;Animalia;0.98;Chordata;0.98;Mammalia;0.98;Carnivora;0.98;Otariidae;0.98;Eumetopias;0.98;Eumetopias jubatus;0.7475
324;Eastern_Bering_Sea_183;Toothed whales;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.5;Delphinidae;0.2375;Orcinus;0.2375;Orcinus orca;0.2375
325;Eastern_Bering_Sea_183;Walrus & bearded;Animalia;0.25;Chordata;0.25;Mammalia;0.25;Carnivora;0.25;Odobenidae, Phocidae;0.25;Odobenus, Erignathus;0.25;rosmarus, barbatus;0.175
326;Galapagos_Floreana_Rocky_Reef_48;Anemones;Animalia;1.0;Cnidaria;1.0;Anthozoa;0.7224999999999999;Actiniaria;1.0;;;;;;
327;Galapagos_Floreana_Rocky_Reef_48;Asteroids;Animalia;1.0;Echinodermata;1.0;Asteroidea;1.0;Valvatida;0.2375;Heliasteridae;0.2375;Heliaster;0.2375;helianthus;0.1125
328;Galapagos_Floreana_Rocky_Reef_48;Bacalao;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7124999999999999;Serranidae;0.675;Mycteroperca;0.4325;Mycteroperca olfax;0.2
329;Galapagos_Floreana_Rocky_Reef_48;Benthic algae;Plantae;0.275;Chlorophyta;0.2375;Ulvophyceae;0.2375;Ulvales, Fucales, Corallinales;0.2125;Ulvaceae;0.225;Ulva;0.2375;Ulva lactuca;0.2125
330;Galapagos_Floreana_Rocky_Reef_48;Birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Suliformes;0.25;Sulidae;0.5;Sula;0.25;Sula nebouxii;0.25
331;Galapagos_Floreana_Rocky_Reef_48;Carnivorous zooplankton;Animalia;1.0;Chaetognatha;0.5;Copepoda;0.45;Aphragmophora;0.475;Sagittidae;0.5;Sagitta;0.25;Sagitta sp.;0.225
332;Galapagos_Floreana_Rocky_Reef_48;Chitons;Animalia;1.0;Mollusca;1.0;Polyplacophora;1.0;Chitonida;0.23;Acanthopleuridae;0.225;Acanthopleura;0.2375;Acanthopleura echinata;0.205
333;Galapagos_Floreana_Rocky_Reef_48;Detritivorous fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.5249999999999999;Kyphosidae;0.25;Kyphosus;0.25;Kyphosus elegans;0.225
334;Galapagos_Floreana_Rocky_Reef_48;Detritus;;;;;;;;;;;;;;
335;Galapagos_Floreana_Rocky_Reef_48;Eucidaris urchin;Animalia;1.0;Echinodermata;1.0;Echinoidea;1.0;Cidaroida;0.5;Cidaridae;0.675;Eucidaris;0.875;Eucidaris thouarsii;0.225
336;Galapagos_Floreana_Rocky_Reef_48;Filter + suspension feeders;Animalia;0.95;Mollusca, Porifera, Chordata;0.2375;Bivalvia, Demospongiae, Ascidiacea;0.2375;Multiple;0.025;Multiple;0.025;Multiple;0.0125;Multiple;0.005
337;Galapagos_Floreana_Rocky_Reef_48;Herbivorous zooplankton;Animalia;1.0;Arthropoda;0.75;Copepoda;0.495;Calanoida;0.495;Calanidae;0.225;Calanus;0.3;Calanus finmarchicus;0.0375
338;Galapagos_Floreana_Rocky_Reef_48;Hexaplex gastropod;Animalia;1.0;Mollusca;1.0;Gastropoda;1.0;Neogastropoda;0.9;Muricidae;1.0;Hexaplex;1.0;Hexaplex sp.;0.225
339;Galapagos_Floreana_Rocky_Reef_48;Large benthic invertebrate eaters;Animalia;1.0;Chordata;0.75;Actinopterygii;0.75;Perciformes;0.45;Epinephelidae;0.475;Octopus;0.2375;Octopus spp.;0.2125
340;Galapagos_Floreana_Rocky_Reef_48;Lytechinus urchin;Animalia;1.0;Echinodermata;1.0;Echinoidea;1.0;Camarodonta;0.98;Toxopneustidae;0.95;Lytechinus;0.95;Lytechinus semituberculatus;0.475
341;Galapagos_Floreana_Rocky_Reef_48;Marine iguana;Animalia;0.9924999999999999;Chordata;0.9975;Reptilia;0.9975;Squamata;0.9975;Iguanidae;0.98;Amblyrhynchus;0.9975;Amblyrhynchus cristatus;0.75
342;Galapagos_Floreana_Rocky_Reef_48;Microphytobenthos;Chromista;0.675;Bacillariophyta;0.5;Bacillariophyceae;0.475;Naviculales;0.2375;Naviculaceae;0.225;Navicula;0.225;;
343;Galapagos_Floreana_Rocky_Reef_48;Non-commercial reef predators;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.45;Serranidae;0.475;Scorpaena;0.25;mystes;0.2
344;Galapagos_Floreana_Rocky_Reef_48;Octopods;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Octopoda;1.0;Octopodidae;0.475;Octopus;0.7124999999999999;vulgaris;0.15
345;Galapagos_Floreana_Rocky_Reef_48;Omnivorous reef fishes;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9774999999999999;Labriformes;0.46;Labridae;0.5;Thalassoma;0.2375;lucasanum;0.225
346;Galapagos_Floreana_Rocky_Reef_48;Other commercial reef predators;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.7;Lutjanidae;0.5;Lutjanus;0.5;Epinephelus labriformis;0.25
347;Galapagos_Floreana_Rocky_Reef_48;Other herbivorous fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.675;Kyphosidae;0.25;Kyphosus;0.2375;Kyphosus elegans;0.225
348;Galapagos_Floreana_Rocky_Reef_48;Other sea cucumbers;Animalia;0.9874999999999999;Echinodermata;0.9874999999999999;Holothuroidea;0.9874999999999999;Holothuriida;0.2375;Holothuriidae;0.4675;Holothuria;0.445;Holothuria atra;0.0875
349;Galapagos_Floreana_Rocky_Reef_48;Other urchins;Animalia;1.0;Echinodermata;1.0;Echinoidea;0.9924999999999999;Cidaroida;0.2425;Cidaridae;0.24;Eucidaris;0.2375;Eucidaris galapagensis;0.22
350;Galapagos_Floreana_Rocky_Reef_48;Parrotfishes;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Labriformes;0.675;Scaridae;0.95;Scarus;0.7124999999999999;Scarus ghobban;0.15
351;Galapagos_Floreana_Rocky_Reef_48;Pelagic planktivores;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.5;Clupeidae;0.5;Sardinops;0.5;Sardinops sagax;0.2375
352;Galapagos_Floreana_Rocky_Reef_48;Pelagic predators;Animalia;1.0;Chordata;1.0;Actinopterygii;0.74;Scombriformes;0.475;Scombridae;0.495;Thunnus;0.49;Thunnus albacares;0.5
353;Galapagos_Floreana_Rocky_Reef_48;Pepino sea cucumber;Animalia;1.0;Echinodermata;1.0;Holothuroidea;1.0;Holothuriida;0.45;Stichopodidae;0.5;Isostichopus;0.5;Isostichopus fuscus;0.25
354;Galapagos_Floreana_Rocky_Reef_48;Phytoplankton;Chromista;0.2375;Ochrophyta;0.2375;Bacillariophyceae;0.225;Thalassiosirales;0.2375;Thalassiosiraceae;0.2375;Thalassiosira;0.4625;Thalassiosira pseudonana;0.2375
355;Galapagos_Floreana_Rocky_Reef_48;Planktivorous reef fish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.9;Pomacentridae;1.0;Chromis;0.5;Chromis atrilobata;0.2375
356;Galapagos_Floreana_Rocky_Reef_48;Sea lions;Animalia;0.98875;Chordata;0.98875;Mammalia;0.98;Carnivora;0.98;Otariidae;0.975;Zalophus;0.97;Zalophus wollebaeki;0.5
357;Galapagos_Floreana_Rocky_Reef_48;Sea turtles;Animalia;1.0;Chordata;1.0;Reptilia;1.0;Testudines;1.0;Cheloniidae;1.0;Chelonia;0.75;Chelonia mydas;0.5
358;Galapagos_Floreana_Rocky_Reef_48;Sharks;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Carcharhiniformes;0.425;Carcharhinidae;0.2125;;;;
359;Galapagos_Floreana_Rocky_Reef_48;Shrimps and small crabs;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;;;;;;
360;Galapagos_Floreana_Rocky_Reef_48;Slipper lobster;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Scyllaridae;0.75;Scyllarides;0.675;pacificus;0.075
361;Galapagos_Floreana_Rocky_Reef_48;Small benthic invertebrate eaters;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.4125;Labridae;0.475;Halichoeres;0.2375;dispilus;0.15
362;Galapagos_Floreana_Rocky_Reef_48;Small crustaceans;Animalia;0.9724999999999999;Arthropoda;0.9724999999999999;Malacostraca, Copepoda;0.225;Multiple;0.125;Multiple;0.075;Multiple;0.05;Multiple;0.0375
363;Galapagos_Floreana_Rocky_Reef_48;Small gastropods;Animalia;1.0;Mollusca;1.0;Gastropoda;1.0;Trochida;0.2375;Calyptraeidae;0.25;Crepidula;0.25;Tegula atra;0.2
364;Galapagos_Floreana_Rocky_Reef_48;Spiny lobsters;Animalia;0.99;Arthropoda;0.99;Malacostraca;0.98;Decapoda;0.98;Palinuridae;0.98;Panulirus;0.98;penicillatus;0.23
365;Galapagos_Floreana_Rocky_Reef_48;Stony corals;Animalia;1.0;Cnidaria;1.0;Anthozoa;0.75;Scleractinia;1.0;Poritidae;0.25;Porites;0.25;Porites lobata;0.25
366;Galapagos_Floreana_Rocky_Reef_48;Toothed cetaceans;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9;Delphinidae;0.5;Tursiops;0.4875;Tursiops truncatus;0.2375
367;Galapagos_Floreana_Rocky_Reef_48;Tripneustes urchin;Animalia;1.0;Echinodermata;1.0;Echinoidea;1.0;Camarodonta;0.7124999999999999;Toxopneustidae;0.885;Tripneustes;1.0;Tripneustes depressus;0.7
368;Galapagos_Floreana_Rocky_Reef_48;Worms and ophioroids;Animalia;1.0;"Mixed: Annelida; Echinodermata";0.25;Polychaeta, Ophiuroidea;0.25;;;;;;;;
369;Grand_Banks_of_Newfoundland_105;Aplaice +35cm;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.9950000000000001;Hippoglossoides;0.98;Hippoglossoides platessoides;0.75
370;Grand_Banks_of_Newfoundland_105;Aplaice<=35cm;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Hippoglossoides;0.9774999999999999;Hippoglossoides platessoides;0.74
371;Grand_Banks_of_Newfoundland_105;Arctic Squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.7324999999999999;Gonatidae;1.0;Gonatus;1.0;Gonatus fabricii;0.75
372;Grand_Banks_of_Newfoundland_105;Arctic cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Boreogadus;0.75;Boreogadus saida;0.675
373;Grand_Banks_of_Newfoundland_105;Bivalves;Animalia;1.0;Mollusca;1.0;Bivalvia;1.0;;;;;;;;
374;Grand_Banks_of_Newfoundland_105;Capelin;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Osmeriformes;0.715;Osmeridae;0.91;Mallotus;0.97;Mallotus villosus;0.75
375;Grand_Banks_of_Newfoundland_105;Cetaceans;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Cetacea;0.9;;;;;;
376;Grand_Banks_of_Newfoundland_105;Cod  <40 cm;Animalia;0.75;Chordata;0.75;Actinopterygii;0.75;Gadiformes;0.75;Gadidae;0.75;Gadus;0.735;Gadus morhua;0.7124999999999999
377;Grand_Banks_of_Newfoundland_105;Cod + 40cm;Animalia;1.0;Chordata;0.9950000000000001;Actinopterygii;0.99;Gadiformes;1.0;Gadidae;1.0;Gadus;1.0;Gadus morhua;1.0
378;Grand_Banks_of_Newfoundland_105;Cod <40 cm;Animalia;0.5;Chordata;0.5;Actinopterygii;0.5;Gadiformes;0.5;Gadidae;0.5;Gadus;0.5;Gadus morhua;0.25
379;Grand_Banks_of_Newfoundland_105;Detritus;;;;;;;;;;;;;;
380;Grand_Banks_of_Newfoundland_105;Dogfish;Animalia;1.0;Chordata;1.0;Chondrichthyes;1.0;Squaliformes;0.9925;Squalidae;1.0;Squalus;1.0;Squalus acanthias;0.71
381;Grand_Banks_of_Newfoundland_105;Ducks;Animalia;0.98;Chordata;0.98;Aves;0.98;Anseriformes;0.98;Anatidae;0.97;Anas;0.24;Somateria mollissima;0.2325
382;Grand_Banks_of_Newfoundland_105;Echinoderms;Animalia;0.99;Echinodermata;0.99;;;;;;;;;;
383;Grand_Banks_of_Newfoundland_105;G. Halibut +65cm;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;1.0;Reinhardtius;0.75;Reinhardtius hippoglossoides;0.5
384;Grand_Banks_of_Newfoundland_105;G. Halibut Juv.;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Pleuronectiformes;1.0;Pleuronectidae;0.8875;Reinhardtius;0.75;Reinhardtius hippoglossoides;0.5
385;Grand_Banks_of_Newfoundland_105;Greenland cod;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.98;Gadidae;0.98;Gadus;0.97;Gadus ogac;0.7124999999999999
386;Grand_Banks_of_Newfoundland_105;Grey seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;1.0;Halichoerus;1.0;Halichoerus grypus;0.75
387;Grand_Banks_of_Newfoundland_105;Harp Seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;0.9975;Pagophilus;0.995;Pagophilus groenlandicus;0.7424999999999999
388;Grand_Banks_of_Newfoundland_105;Herring;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Clupeiformes;0.9975;Clupeidae;0.9950000000000001;Clupea;0.9875;Clupea harengus;0.7275
389;Grand_Banks_of_Newfoundland_105;Hooded Seals;Animalia;1.0;Chordata;1.0;Mammalia;1.0;Carnivora;1.0;Phocidae;1.0;Cystophora;0.7124999999999999;Cystophora cristata;0.495
390;Grand_Banks_of_Newfoundland_105;Juv. Dem. Pisc (- 40cm);Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;1.0;Gadidae;1.0;Gadus;0.745;Gadus morhua;0.25
391;Grand_Banks_of_Newfoundland_105;L. Dem. Pisc (+40 cm);Animalia;0.9750000000000001;Chordata;0.9750000000000001;Actinopterygii;0.9750000000000001;Gadiformes;0.9750000000000001;Gadidae;0.9750000000000001;Gadus;0.725;Gadus morhua;0.2425
392;Grand_Banks_of_Newfoundland_105;L.Dem.Feeders (+ 30cm);Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.5;Gadidae;0.5;Melanogrammus;0.5;Melanogrammus aeglefinus;0.25
393;Grand_Banks_of_Newfoundland_105;L.Zooplankton;Animalia;1.0;Arthropoda;1.0;Copepoda;1.0;Calanoida;0.75;Calanidae;0.5;Calanus;0.5;Calanus finmarchicus;0.25
394;Grand_Banks_of_Newfoundland_105;Large Crabs  +95 cm;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Cancridae;0.25;Chionoecetes;0.5;Chionoecetes opilio;0.5
395;Grand_Banks_of_Newfoundland_105;Lobster;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Nephropidae;0.9724999999999999;Homarus;1.0;Homarus americanus;0.75
396;Grand_Banks_of_Newfoundland_105;Lumpfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.7124999999999999;Cyclopteridae;1.0;Cyclopterus;1.0;Cyclopterus lumpus;0.75
397;Grand_Banks_of_Newfoundland_105;O.Benthic Inver;Animalia;0.9375;Echinodermata;0.3675;Malacostraca;0.245;Decapoda;0.2425;Nephropidae;0.2375;Nephrops;0.2425;Nephrops norvegicus;0.25
398;Grand_Banks_of_Newfoundland_105;O.S.Demersals;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Gadiformes;0.4925;Gadidae;0.4925;Gadus;0.245;Gadus morhua;0.2375
399;Grand_Banks_of_Newfoundland_105;Phytoplankton;Chromista;0.6000000000000001;Bacillariophyta;0.5;Bacillariophyceae;0.4875;Thalassiosirales;0.4875;Thalassiosiraceae;0.5;Thalassiosira;0.5;Thalassiosira spp.;0.2375
400;Grand_Banks_of_Newfoundland_105;Piscivorous Birds;Animalia;0.9675;Chordata;0.9675;Aves;0.96;Suliformes;0.485;Sulidae;0.475;Morus;0.4625;Morus bassanus;0.48
401;Grand_Banks_of_Newfoundland_105;Planktivorous Birds;Animalia;1.0;Chordata;1.0;Aves;1.0;Charadriiformes;0.75;Laridae;0.49;Rissa;0.495;Rissa tridactyla;0.495
402;Grand_Banks_of_Newfoundland_105;Polychaetes;Animalia;0.98;Annelida;0.98;Polychaeta;0.95;;;;;;;;
403;Grand_Banks_of_Newfoundland_105;Redfish;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Scorpaeniformes;0.95;Sebastidae;0.45;Sebastes;1.0;S. mentella;0.25
404;Grand_Banks_of_Newfoundland_105;S.Dem.Feeders;Animalia;0.975;Chordata;0.975;Actinopterygii;0.975;Pleuronectiformes;0.25;Pleuronectidae;0.25;Limanda;0.25;limanda;0.25
405;Grand_Banks_of_Newfoundland_105;S.Zooplankton;Animalia;0.5;Arthropoda;0.5;Copepoda;0.5;Calanoida;0.2375;Acartiidae, Paracalanidae, Miraciidae, Euterpinidae, Oncaeidae;0.2;Pseudocalanus;0.25;Pseudocalanus spp.;0.225
406;Grand_Banks_of_Newfoundland_105;Salmon;Animalia;1.0;Chordata;1.0;Actinopterygii;0.9825;Salmoniformes;0.9175;Salmonidae;0.995;Salmo;0.9375;Salmo salar;0.75
407;Grand_Banks_of_Newfoundland_105;Sandlance;Animalia;1.0;Chordata;1.0;Actinopterygii;1.0;Perciformes;0.675;Ammodytidae;1.0;Ammodytes;1.0;Ammodytes americanus;0.25
408;Grand_Banks_of_Newfoundland_105;Shortfinned squid;Animalia;1.0;Mollusca;1.0;Cephalopoda;1.0;Oegopsida;0.75;Ommastrephidae;1.0;Illex;1.0;Illex illecebrosus;0.75
409;Grand_Banks_of_Newfoundland_105;Shrimp;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Pandalidae;0.9975;Pandalus;0.9924999999999999;Pandalus borealis;0.75
410;Grand_Banks_of_Newfoundland_105;Skates;Animalia;0.985;Chordata;0.985;Chondrichthyes;0.9749999999999999;Rajiformes;0.9550000000000001;Rajidae;0.9550000000000001;Raja;0.2375;;
411;Grand_Banks_of_Newfoundland_105;Small Crabs  - 95 cm;Animalia;1.0;Arthropoda;1.0;Malacostraca;1.0;Decapoda;1.0;Oregoniidae;0.475;Chionoecetes;0.7125;Chionoecetes opilio;0.7375
