;QueryName;Status;FileName;OriginalName;ScientificName;AphiaID;Rank;Kingdom;Phylum;Class;Order;Family;Genus;Species
335;Eucidaris;accepted;Galapagos_Floreana_Rocky_Reef_48;Eucidaris urchin;Eucidaris;204525.0;Genus;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Nan
336;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Filter + suspension feeders;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
337;Zooplankton;Not Found;Galapagos_Floreana_Rocky_Reef_48;Herbivorous zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
338;Hexaplex;accepted;Galapagos_Floreana_Rocky_Reef_48;Hexaplex gastropod;Hexaplex;138194.0;Genus;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;Hexaplex;Nan
339;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Large benthic invertebrate eaters;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
340;Lytechinus semituberculatus;accepted;Galapagos_Floreana_Rocky_Reef_48;Lytechinus urchin;Lytechinus semituberculatus;513379.0;Species;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Lytechinus;Lytechinus semituberculatus
341;Amblyrhynchus cristatus;accepted;Galapagos_Floreana_Rocky_Reef_48;Marine iguana;Amblyrhynchus cristatus;344019.0;Species;Animalia;Chordata;None;Sauria;Iguanidae;Amblyrhynchus;Amblyrhynchus cristatus
342;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Microphytobenthos;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
343;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Non-commercial reef predators;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
344;Octopus;accepted;Galapagos_Floreana_Rocky_Reef_48;Octopods;Octopus;138268.0;Genus;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Nan
345;Actinopterygii;accepted;Galapagos_Floreana_Rocky_Reef_48;Omnivorous reef fishes;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
346;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Other commercial reef predators;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
347;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Other herbivorous fish;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
348;Holothuroidea;accepted;Galapagos_Floreana_Rocky_Reef_48;Other sea cucumbers;Holothuroidea;123083.0;Class;Animalia;Echinodermata;Holothuroidea;None;None;None;Nan
349;Echinoidea;accepted;Galapagos_Floreana_Rocky_Reef_48;Other urchins;Echinoidea;123082.0;Class;Animalia;Echinodermata;Echinoidea;None;None;None;Nan
350;Scaridae;unaccepted;Galapagos_Floreana_Rocky_Reef_48;Parrotfishes;Scaridae;398089.0;Genus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Scaridae;Nan
351;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Pelagic planktivores;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
352;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Pelagic predators;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
353;Isostichopus fuscus;accepted;Galapagos_Floreana_Rocky_Reef_48;Pepino sea cucumber;Isostichopus fuscus;529516.0;Species;Animalia;Echinodermata;Holothuroidea;Synallactida;Stichopodidae;Isostichopus;Isostichopus fuscus
354;Phytoplankton;Not Found;Galapagos_Floreana_Rocky_Reef_48;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
355;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Planktivorous reef fish;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
356;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Sea lions;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
357;Cheloniidae;accepted;Galapagos_Floreana_Rocky_Reef_48;Sea turtles;Cheloniidae;136999.0;Family;Animalia;Chordata;None;Testudines;Cheloniidae;None;Nan
358;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Sharks;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
359;Decapoda;accepted;Galapagos_Floreana_Rocky_Reef_48;Shrimps and small crabs;Decapoda;1130.0;Order;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan
360;Scyllarides spp.;Not Found;Galapagos_Floreana_Rocky_Reef_48;Slipper lobster;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
361;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Small benthic invertebrate eaters;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
362;Crustacea;accepted;Galapagos_Floreana_Rocky_Reef_48;Small crustaceans;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
363;Gastropoda;accepted;Galapagos_Floreana_Rocky_Reef_48;Small gastropods;Gastropoda;101.0;Class;Animalia;Mollusca;Gastropoda;None;None;None;Nan
364;Panulirus spp.;Not Found;Galapagos_Floreana_Rocky_Reef_48;Spiny lobsters;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
365;Scleractinia;accepted;Galapagos_Floreana_Rocky_Reef_48;Stony corals;Scleractinia;1363.0;Order;Animalia;Cnidaria;Hexacorallia;Scleractinia;None;None;Nan
366;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Toothed cetaceans;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
367;Tripneustes depressus;accepted;Galapagos_Floreana_Rocky_Reef_48;Tripneustes urchin;Tripneustes depressus;513619.0;Species;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Tripneustes;Tripneustes depressus
368;NO_DATA;Not Found;Galapagos_Floreana_Rocky_Reef_48;Worms and ophioroids;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
369;Hippoglossoides platessoides;accepted;Grand_Banks_of_Newfoundland_105;Aplaice +35cm;Hippoglossoides platessoides;127137.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides
370;Hippoglossoides platessoides;accepted;Grand_Banks_of_Newfoundland_105;Aplaice<=35cm;Hippoglossoides platessoides;127137.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides
371;Gonatus fabricii;accepted;Grand_Banks_of_Newfoundland_105;Arctic Squid;Gonatus fabricii;153097.0;Species;Animalia;Mollusca;Cephalopoda;Oegopsida;Gonatidae;Gonatus;Gonatus fabricii
372;Boreogadus saida;accepted;Grand_Banks_of_Newfoundland_105;Arctic cod;Boreogadus saida;126433.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Boreogadus;Boreogadus saida
373;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Bivalves;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
374;Mallotus villosus;accepted;Grand_Banks_of_Newfoundland_105;Capelin;Mallotus villosus;126735.0;Species;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus
375;Cetacea;accepted;Grand_Banks_of_Newfoundland_105;Cetaceans;Cetacea;2688.0;Infraorder;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
376;Gadus morhua;accepted;Grand_Banks_of_Newfoundland_105;Cod  <40 cm;Gadus morhua;126436.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua
377;Gadus morhua;accepted;Grand_Banks_of_Newfoundland_105;Cod + 40cm;Gadus morhua;126436.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua
378;Gadus morhua;accepted;Grand_Banks_of_Newfoundland_105;Cod <40 cm;Gadus morhua;126436.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua
379;Detritus;Not Found;Grand_Banks_of_Newfoundland_105;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
380;Squalus acanthias;accepted;Grand_Banks_of_Newfoundland_105;Dogfish;Squalus acanthias;105923.0;Species;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias
381;Anas platyrhynchos;accepted;Grand_Banks_of_Newfoundland_105;Ducks;Anas platyrhynchos;148791.0;Species;Animalia;Chordata;Aves;Anseriformes;Anatidae;Anas;Anas platyrhynchos
382;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Echinoderms;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
383;Hippoglossus hippoglossus;accepted;Grand_Banks_of_Newfoundland_105;G. Halibut +65cm;Hippoglossus hippoglossus;127138.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus hippoglossus
384;Hippoglossus hippoglossus;accepted;Grand_Banks_of_Newfoundland_105;G. Halibut Juv.;Hippoglossus hippoglossus;127138.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossus;Hippoglossus hippoglossus
385;Gadus ogac;unaccepted;Grand_Banks_of_Newfoundland_105;Greenland cod;Gadus ogac;158926.0;Species;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus ogac
386;Halichoerus grypus;accepted;Grand_Banks_of_Newfoundland_105;Grey seals;Halichoerus grypus;137080.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;Halichoerus grypus
387;Pagophilus groenlandicus;accepted;Grand_Banks_of_Newfoundland_105;Harp Seals;Pagophilus groenlandicus;159019.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus
388;Clupea harengus;accepted;Grand_Banks_of_Newfoundland_105;Herring;Clupea harengus;126417.0;Species;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus
389;Cystophora cristata;accepted;Grand_Banks_of_Newfoundland_105;Hooded Seals;Cystophora cristata;137078.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata
390;Gadidae;accepted;Grand_Banks_of_Newfoundland_105;Juv. Dem. Pisc (- 40cm);Gadidae;125469.0;Family;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;None;Nan
391;Gadidae;accepted;Grand_Banks_of_Newfoundland_105;L. Dem. Pisc (+40 cm);Gadidae;125469.0;Family;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;None;Nan
392;Pleuronectidae;accepted;Grand_Banks_of_Newfoundland_105;L.Dem.Feeders (+ 30cm);Pleuronectidae;125579.0;Family;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan
393;Zooplankton;Not Found;Grand_Banks_of_Newfoundland_105;L.Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
394;Chionoecetes opilio;accepted;Grand_Banks_of_Newfoundland_105;Large Crabs  +95 cm;Chionoecetes opilio;107315.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Oregoniidae;Chionoecetes;Chionoecetes opilio
395;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Lobster;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
396;Cyclopterus lumpus;accepted;Grand_Banks_of_Newfoundland_105;Lumpfish;Cyclopterus lumpus;127214.0;Species;Animalia;Chordata;Teleostei;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus lumpus
397;Invertebrata;Not Found;Grand_Banks_of_Newfoundland_105;O.Benthic Inver;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
398;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;O.S.Demersals;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
399;Phytoplankton;Not Found;Grand_Banks_of_Newfoundland_105;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
400;Morus bassanus;accepted;Grand_Banks_of_Newfoundland_105;Piscivorous Birds;Morus bassanus;148776.0;Species;Animalia;Chordata;Aves;Pelecaniformes;Sulidae;Morus;Morus bassanus
401;Hydrobates leucorhous;accepted;Grand_Banks_of_Newfoundland_105;Planktivorous Birds;Hydrobates leucorhous;1773443.0;Species;Animalia;Chordata;Aves;Procellariiformes;Hydrobatidae;Hydrobates;Hydrobates leucorhous
402;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Polychaetes;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
403;Sebastes;accepted;Grand_Banks_of_Newfoundland_105;Redfish;Sebastes;126175.0;Genus;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Nan
404;Actinopterygii;accepted;Grand_Banks_of_Newfoundland_105;S.Dem.Feeders;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
405;Zooplankton;Not Found;Grand_Banks_of_Newfoundland_105;S.Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
406;Salmo salar;accepted;Grand_Banks_of_Newfoundland_105;Salmon;Salmo salar;127186.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar
407;Ammodytes;accepted;Grand_Banks_of_Newfoundland_105;Sandlance;Ammodytes;125909.0;Genus;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Nan
408;Illex illecebrosus;unaccepted;Grand_Banks_of_Newfoundland_105;Shortfinned squid;Illex illecebrosus;748978.0;Species;Animalia;Mollusca;Cephalopoda;Oegopsida;Ommastrephidae;Illex;Illex illecebrosus
409;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Shrimp;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
410;Rajidae;accepted;Grand_Banks_of_Newfoundland_105;Skates;Rajidae;105711.0;Family;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;None;Nan
411;Chionoecetes opilio;accepted;Grand_Banks_of_Newfoundland_105;Small Crabs  - 95 cm;Chionoecetes opilio;107315.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Oregoniidae;Chionoecetes;Chionoecetes opilio
412;Myctophidae;accepted;Grand_Banks_of_Newfoundland_105;Small Mesopelagics;Myctophidae;125498.0;Family;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan
413;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Small Pelagics;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
414;Scomber scombrus;accepted;Grand_Banks_of_Newfoundland_105;Transient Mackerel ( +29cm);Scomber scombrus;127023.0;Species;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus
415;NO_DATA;Not Found;Grand_Banks_of_Newfoundland_105;Transient Pelagics;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
416;Odobenus rosmarus;accepted;Grand_Banks_of_Newfoundland_105;Walrus;Odobenus rosmarus;137077.0;Species;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus
417;Pseudopleuronectes americanus;accepted;Grand_Banks_of_Newfoundland_105;Winter flounder;Pseudopleuronectes americanus;158885.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Pseudopleuronectes;Pseudopleuronectes americanus
418;Glyptocephalus cynoglossus;accepted;Grand_Banks_of_Newfoundland_105;Witch flounder;Glyptocephalus cynoglossus;127136.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Glyptocephalus;Glyptocephalus cynoglossus
419;Limanda ferruginea;unaccepted;Grand_Banks_of_Newfoundland_105;Yellowtail Flounders;Limanda ferruginea;158879.0;Species;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda ferruginea
420;NO_DATA;Not Found;Gulf_of_California_450;Benthic inv.;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
421;Callinectes;accepted;Gulf_of_California_450;Callinectes sp.;Callinectes;106921.0;Genus;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Nan
422;Cephalopoda;accepted;Gulf_of_California_450;Cephalopoda;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
423;Aves;accepted;Gulf_of_California_450;Coastal birds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
424;Detritus;Not Found;Gulf_of_California_450;Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
425;Elasmobranchii;accepted;Gulf_of_California_450;Elasmobranchi (RAYS);Elasmobranchii;10193.0;Class;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
426;Elasmobranchii;accepted;Gulf_of_California_450;Elasmobranchi (SHARKS);Elasmobranchii;10193.0;Class;Animalia;Chordata;Elasmobranchii;None;None;None;Nan
427;Farfantepenaeus californiensis;unaccepted;Gulf_of_California_450;Farfantepenaeus californiensis (ADULTS);Farfantepenaeus californiensis;377431.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus californiensis
428;Farfantepenaeus californiensis;unaccepted;Gulf_of_California_450;Farfantepenaeus californiensis (JUVENILES);Farfantepenaeus californiensis;377431.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus californiensis
429;Pleuronectiformes;accepted;Gulf_of_California_450;Flat fishes;Pleuronectiformes;10331.0;Order;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan
430;Haemulidae;accepted;Gulf_of_California_450;Haemulidae;Haemulidae;125538.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan
431;Litopenaeus stylirostris;unaccepted;Gulf_of_California_450;Litopenaeus stylirostris (ADULTS);Litopenaeus stylirostris;377458.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus stylirostris
432;Litopenaeus stylirostris;unaccepted;Gulf_of_California_450;Litopenaeus stylirostris (JUVENILES);Litopenaeus stylirostris;377458.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus stylirostris
433;Macrophytes;Not Found;Gulf_of_California_450;Macrophytes;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
434;Aves;accepted;Gulf_of_California_450;Marine birds;Aves;1836.0;Class;Animalia;Chordata;Aves;None;None;None;Nan
435;Merluccidae;Not Found;Gulf_of_California_450;Merluccidae;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
436;Gerreidae;accepted;Gulf_of_California_450;Mojarras;Gerreidae;151456.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;None;Nan
437;Myctophidae;accepted;Gulf_of_California_450;Myctophidos;Myctophidae;125498.0;Family;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan
438;Mysticeti;accepted;Gulf_of_California_450;Mysticeti;Mysticeti;148724.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
439;Odontoceti;accepted;Gulf_of_California_450;Odontoceti;Odontoceti;148723.0;Superfamily;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan
440;Actinopterygii;accepted;Gulf_of_California_450;Other fishes;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
441;Phocoena sinus;accepted;Gulf_of_California_450;Phocoena sinus;Phocoena sinus;343897.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Phocoenidae;Phocoena;Phocoena sinus
442;Phytoplankton;Not Found;Gulf_of_California_450;Phytoplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
443;Polychaeta;accepted;Gulf_of_California_450;Polychaeta;Polychaeta;883.0;Class;Animalia;Annelida;Polychaeta;None;None;None;Nan
444;Rhinobatidae;accepted;Gulf_of_California_450;Rhinobatidae;Rhinobatidae;105712.0;Family;Animalia;Chordata;Elasmobranchii;Rhinopristiformes;Rhinobatidae;None;Nan
445;Sciaenidae;accepted;Gulf_of_California_450;Sciaenidae;Sciaenidae;125558.0;Family;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan
446;Serranidae;accepted;Gulf_of_California_450;Serranidae;Serranidae;125561.0;Family;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan
447;Sicyonia penicillata;accepted;Gulf_of_California_450;Sicyonia penicillata;Sicyonia penicillata;377649.0;Species;Animalia;Arthropoda;Malacostraca;Decapoda;Sicyoniidae;Sicyonia;Sicyonia penicillata
448;Clupeiformes;accepted;Gulf_of_California_450;Small pelagics;Clupeiformes;10297.0;Order;Animalia;Chordata;Teleostei;Clupeiformes;None;None;Nan
449;Stomatopoda;accepted;Gulf_of_California_450;Stomatopoda;Stomatopoda;14355.0;Order;Animalia;Arthropoda;Malacostraca;Stomatopoda;None;None;Nan
450;Totoaba macdonaldi;accepted;Gulf_of_California_450;Totoaba macdonaldi (ADULTS);Totoaba macdonaldi;283019.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi
451;Totoaba macdonaldi;accepted;Gulf_of_California_450;Totoaba macdonaldi (JUVENILES);Totoaba macdonaldi;283019.0;Species;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi
452;Zalophus californianus;accepted;Gulf_of_California_450;Zalophus californianus;Zalophus californianus;255003.0;Species;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus
453;Zooplankton;Not Found;Gulf_of_California_450;Zooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
454;Salvelinus alpinus;accepted;Hudson_Bay_446;Arctic Char;Salvelinus alpinus;127188.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salvelinus;Salvelinus alpinus
455;Salmo salar;accepted;Hudson_Bay_446;Atlantic Salmon;Salmo salar;127186.0;Species;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar
456;Erignathus barbatus;accepted;Hudson_Bay_446;Bearded Seal;Erignathus barbatus;137079.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Erignathus;Erignathus barbatus
457;Delphinapterus leucas;accepted;Hudson_Bay_446;Beluga E;Delphinapterus leucas;137115.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas
458;Delphinapterus leucas;accepted;Hudson_Bay_446;Beluga James;Delphinapterus leucas;137115.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas
459;Delphinapterus leucas;accepted;Hudson_Bay_446;Beluga W;Delphinapterus leucas;137115.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas
460;Bivalvia;accepted;Hudson_Bay_446;Bivalves;Bivalvia;105.0;Class;Animalia;Mollusca;Bivalvia;None;None;None;Nan
461;Balaena mysticetus;accepted;Hudson_Bay_446;Bowhead;Balaena mysticetus;137086.0;Species;Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenidae;Balaena;Balaena mysticetus
462;Actinopterygii;accepted;Hudson_Bay_446;Brackish Fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
463;Mallotus villosus;accepted;Hudson_Bay_446;Capelin;Mallotus villosus;126735.0;Species;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus
464;Cephalopoda;accepted;Hudson_Bay_446;Cephalopods;Cephalopoda;11707.0;Class;Animalia;Mollusca;Cephalopoda;None;None;None;Nan
465;Copepoda;accepted;Hudson_Bay_446;Copepods;Copepoda;1080.0;Class;Animalia;Arthropoda;Copepoda;None;None;None;Nan
466;Crustacea;accepted;Hudson_Bay_446;Crustaceans;Crustacea;1066.0;Subphylum;Animalia;Arthropoda;None;None;None;None;Nan
467;Echinodermata;accepted;Hudson_Bay_446;Echinoderms;Echinodermata;1806.0;Phylum;Animalia;Echinodermata;None;None;None;None;Nan
468;Euphausiacea;accepted;Hudson_Bay_446;Euphausids;Euphausiacea;1128.0;Order;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan
469;Gadiformes;accepted;Hudson_Bay_446;Gadiformes;Gadiformes;10313.0;Order;Animalia;Chordata;Teleostei;Gadiformes;None;None;Nan
470;Phoca vitulina;accepted;Hudson_Bay_446;Harbour Seal;Phoca vitulina;137084.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina
471;Pagophilus groenlandicus;accepted;Hudson_Bay_446;Harp seal;Pagophilus groenlandicus;159019.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus
472;Bacillariophyta;accepted;Hudson_Bay_446;Ice Algae;Bacillariophyta;148898.0;Phylum;Chromista;Bacillariophyta;None;None;None;None;Nan
473;NO_DATA;Not Found;Hudson_Bay_446;Ice Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
474;NO_DATA;Not Found;Hudson_Bay_446;Killer Whale;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
475;Macrozooplankton;Not Found;Hudson_Bay_446;MacroZooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
476;Annelida;accepted;Hudson_Bay_446;Marine Worms;Annelida;882.0;Phylum;Animalia;Annelida;None;None;None;None;Nan
477;Microzooplankton;Not Found;Hudson_Bay_446;MicroZooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
478;NO_DATA;Not Found;Hudson_Bay_446;Narwhal;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
479;Benthos;junior subjective synonym;Hudson_Bay_446;Other Benthos;Benthosaurus;296146.0;Genus;Animalia;Chordata;Teleostei;Aulopiformes;Ipnopidae;Benthosaurus;Nan
480;Actinopterygii;accepted;Hudson_Bay_446;Other Marine Fish;Actinopterygii;10194.0;Gigaclass;Animalia;Chordata;None;None;None;None;Nan
481;Zooplankton;Not Found;Hudson_Bay_446;Other MesoZooplankton;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
482;NO_DATA;Not Found;Hudson_Bay_446;Pelagic Detritus;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
483;NO_DATA;Not Found;Hudson_Bay_446;Polar Bear Foxe;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
484;NO_DATA;Not Found;Hudson_Bay_446;Polar Bear WHB;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
485;Phytoplankton;Not Found;Hudson_Bay_446;Primary Production;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
486;Pusa hispida;accepted;Hudson_Bay_446;Ringed Seal;Pusa hispida;159021.0;Species;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa hispida
487;NO_DATA;Not Found;Hudson_Bay_446;SH Polar Bear;Nan;;;Nan;Nan;Nan;Nan;Nan;Nan;Nan
488;Ammodytes;accepted;Hudson_Bay_446;Sandlance;Ammodytes;125909.0;Genus;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Nan
