;QueryName;ScientificName;AphiaID;Rank;Status;Kingdom;Phylum;Class;Order;Family;Genus;Species;FileName;OriginalName
331;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Carnivorous zooplankton
332;Polyplacophora;Polyplacophora;55.0;Class;accepted;Animalia;Mollusca;Polyplacophora;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Chitons
333;Acanthuridae;Acanthuridae;125515.0;Family;accepted;Animalia;Chordata;Teleostei;Acanthuriformes;Acanthuridae;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Detritivorous fish
334;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Detritus
335;Eucidaris galapagensis;Eucidaris galapagensis;597545.0;Species;accepted;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Eucidaris galapagensis;Galapagos_Floreana_Rocky_Reef_48;Eucidaris urchin
336;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Filter + suspension feeders
337;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Herbivorous zooplankton
338;Hexaplex radians;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Hexaplex gastropod
339;Scorpaena histrio;Scorpaena histrio;274716.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Scorpaenidae;Scorpaena;Scorpaena histrio;Galapagos_Floreana_Rocky_Reef_48;Large benthic invertebrate eaters
340;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Lytechinus urchin
341;Amblyrhynchus cristatus;Amblyrhynchus cristatus;344019.0;Species;accepted;Animalia;Chordata;None;Sauria;Iguanidae;Amblyrhynchus;Amblyrhynchus cristatus;Galapagos_Floreana_Rocky_Reef_48;Marine iguana
342;Microphytobenthos;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Microphytobenthos
343;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Non-commercial reef predators
344;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Octopods
345;Halichoeres notospilus;Halichoeres notospilus;275781.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Halichoeres;Halichoeres notospilus;Galapagos_Floreana_Rocky_Reef_48;Omnivorous reef fishes
346;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Other commercial reef predators
347;Acanthurus spp.;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Other herbivorous fish
348;Holothuroidea;Holothuroidea;123083.0;Class;accepted;Animalia;Echinodermata;Holothuroidea;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Other sea cucumbers
349;Echinometra;Echinometra;179659.0;Genus;accepted;Animalia;Echinodermata;Echinoidea;Camarodonta;Echinometridae;Echinometra;Nan;Galapagos_Floreana_Rocky_Reef_48;Other urchins
350;Scaridae;Scaridae;398089.0;Genus;unaccepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Scaridae;Nan;Galapagos_Floreana_Rocky_Reef_48;Parrotfishes
351;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Pelagic planktivores
352;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Pelagic predators
353;Holothuroidea;Holothuroidea;123083.0;Class;accepted;Animalia;Echinodermata;Holothuroidea;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Pepino sea cucumber
354;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Phytoplankton
355;Chromis atrilobata;Chromis atrilobata;273712.0;Species;unaccepted;Animalia;Chordata;Teleostei;Ovalentaria incertae sedis;Pomacentridae;Chromis;Chromis atrilobata;Galapagos_Floreana_Rocky_Reef_48;Planktivorous reef fish
356;Zalophus wollebaeki;Zalophus wollebaeki;255005.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus wollebaeki;Galapagos_Floreana_Rocky_Reef_48;Sea lions
357;Chelonia mydas;Chelonia mydas;137206.0;Species;accepted;Animalia;Chordata;None;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Galapagos_Floreana_Rocky_Reef_48;Sea turtles
358;Selachimorpha;Selachimorpha;1779682.0;Superorder;superseded rank;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Sharks
359;Decapoda;Decapoda;1130.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Shrimps and small crabs
360;Ibacus;Ibacus;206491.0;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Scyllaridae;Ibacus;Nan;Galapagos_Floreana_Rocky_Reef_48;Slipper lobster
361;Halichoeres dispilus;Halichoeres dispilus;275763.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Halichoeres;Halichoeres dispilus;Galapagos_Floreana_Rocky_Reef_48;Small benthic invertebrate eaters
362;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Small crustaceans
363;Gastropoda;Gastropoda;101.0;Class;accepted;Animalia;Mollusca;Gastropoda;None;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Small gastropods
364;Panulirus;Panulirus;107060.0;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Nan;Galapagos_Floreana_Rocky_Reef_48;Spiny lobsters
365;Scleractinia;Scleractinia;1363.0;Order;accepted;Animalia;Cnidaria;Hexacorallia;Scleractinia;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Stony corals
366;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Galapagos_Floreana_Rocky_Reef_48;Toothed cetaceans
367;Tripneustes depressus;Tripneustes depressus;513619.0;Species;accepted;Animalia;Echinodermata;Echinoidea;Camarodonta;Toxopneustidae;Tripneustes;Tripneustes depressus;Galapagos_Floreana_Rocky_Reef_48;Tripneustes urchin
368;Polychaeta, Ophiuroidea;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Galapagos_Floreana_Rocky_Reef_48;Worms and ophioroids
369;Hippoglossoides platessoides;Hippoglossoides platessoides;127137.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides;Grand_Banks_of_Newfoundland_105;Aplaice +35cm
370;Hippoglossoides platessoides;Hippoglossoides platessoides;127137.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Hippoglossoides;Hippoglossoides platessoides;Grand_Banks_of_Newfoundland_105;Aplaice<=35cm
371;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Arctic Squid
372;Arctogadus glacialis;Arctogadus glacialis;126432.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Arctogadus;Arctogadus glacialis;Grand_Banks_of_Newfoundland_105;Arctic cod
373;Bivalvia;Bivalvia;105.0;Class;accepted;Animalia;Mollusca;Bivalvia;None;None;None;Nan;Grand_Banks_of_Newfoundland_105;Bivalves
374;Mallotus villosus;Mallotus villosus;126735.0;Species;accepted;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus;Grand_Banks_of_Newfoundland_105;Capelin
375;Cetacea;Cetacea;2688.0;Infraorder;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Grand_Banks_of_Newfoundland_105;Cetaceans
376;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105;Cod  <40 cm
377;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105;Cod + 40cm
378;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105;Cod <40 cm
379;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Detritus
380;Squalus acanthias;Squalus acanthias;105923.0;Species;accepted;Animalia;Chordata;Elasmobranchii;Squaliformes;Squalidae;Squalus;Squalus acanthias;Grand_Banks_of_Newfoundland_105;Dogfish
381;Anatidae;Anatidae;136973.0;Family;accepted;Animalia;Chordata;Aves;Anseriformes;Anatidae;None;Nan;Grand_Banks_of_Newfoundland_105;Ducks
382;Echinodermata;Echinodermata;1806.0;Phylum;accepted;Animalia;Echinodermata;None;None;None;None;Nan;Grand_Banks_of_Newfoundland_105;Echinoderms
383;Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Grand_Banks_of_Newfoundland_105;G. Halibut +65cm
384;Reinhardtius hippoglossoides;Reinhardtius hippoglossoides;127144.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Reinhardtius;Reinhardtius hippoglossoides;Grand_Banks_of_Newfoundland_105;G. Halibut Juv.
385;Gadus ogac;Gadus ogac;158926.0;Species;unaccepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus ogac;Grand_Banks_of_Newfoundland_105;Greenland cod
386;Halichoerus grypus;Halichoerus grypus;137080.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Halichoerus;Halichoerus grypus;Grand_Banks_of_Newfoundland_105;Grey seals
387;Pagophilus groenlandicus;Pagophilus groenlandicus;159019.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus;Grand_Banks_of_Newfoundland_105;Harp Seals
388;Clupea harengus;Clupea harengus;126417.0;Species;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;Clupea;Clupea harengus;Grand_Banks_of_Newfoundland_105;Herring
389;Cystophora cristata;Cystophora cristata;137078.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Cystophora;Cystophora cristata;Grand_Banks_of_Newfoundland_105;Hooded Seals
390;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105;Juv. Dem. Pisc (- 40cm)
391;Gadus morhua;Gadus morhua;126436.0;Species;accepted;Animalia;Chordata;Teleostei;Gadiformes;Gadidae;Gadus;Gadus morhua;Grand_Banks_of_Newfoundland_105;L. Dem. Pisc (+40 cm)
392;Pleuronectidae;Pleuronectidae;125579.0;Family;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;None;Nan;Grand_Banks_of_Newfoundland_105;L.Dem.Feeders (+ 30cm)
393;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Grand_Banks_of_Newfoundland_105;L.Zooplankton
394;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Large Crabs  +95 cm
395;Homarus americanus;Homarus americanus;156134.0;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Nephropidae;Homarus;Homarus americanus;Grand_Banks_of_Newfoundland_105;Lobster
396;Cyclopterus lumpus;Cyclopterus lumpus;127214.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Cyclopteridae;Cyclopterus;Cyclopterus lumpus;Grand_Banks_of_Newfoundland_105;Lumpfish
397;Echinodermata (aggregated);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;O.Benthic Inver
398;Gadiformes;Gadiformes;10313.0;Order;accepted;Animalia;Chordata;Teleostei;Gadiformes;None;None;Nan;Grand_Banks_of_Newfoundland_105;O.S.Demersals
399;Bacillariophyta, Haptophyta, Dinophyta;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Phytoplankton
400;Piscivorous Aves;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Piscivorous Birds
401;Planktivorous Aves;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Planktivorous Birds
402;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Grand_Banks_of_Newfoundland_105;Polychaetes
403;Sebastes mentella;Sebastes mentella;127254.0;Species;accepted;Animalia;Chordata;Teleostei;Perciformes;Sebastidae;Sebastes;Sebastes mentella;Grand_Banks_of_Newfoundland_105;Redfish
404;Scorpaeniformes;Scorpaeniformes;10329.0;Order;unaccepted;Animalia;Chordata;Teleostei;Scorpaeniformes;None;None;Nan;Grand_Banks_of_Newfoundland_105;S.Dem.Feeders
405;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Grand_Banks_of_Newfoundland_105;S.Zooplankton
406;Salmo salar;Salmo salar;127186.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar;Grand_Banks_of_Newfoundland_105;Salmon
407;Ammodytes;Ammodytes;125909.0;Genus;accepted;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Nan;Grand_Banks_of_Newfoundland_105;Sandlance
408;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Shortfinned squid
409;Pandalidae;Pandalidae;106789.0;Family;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Pandalidae;None;Nan;Grand_Banks_of_Newfoundland_105;Shrimp
410;Raja;Raja;105766.0;Genus;accepted;Animalia;Chordata;Elasmobranchii;Rajiformes;Rajidae;Raja;Nan;Grand_Banks_of_Newfoundland_105;Skates
411;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Small Crabs  - 95 cm
412;NO_DATA;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Small Mesopelagics
413;Clupeidae;Clupeidae;125464.0;Family;accepted;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;None;Nan;Grand_Banks_of_Newfoundland_105;Small Pelagics
414;Scomber scombrus;Scomber scombrus;127023.0;Species;accepted;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;Scomber;Scomber scombrus;Grand_Banks_of_Newfoundland_105;Transient Mackerel ( +29cm)
415;Lamnidae, Carcharhinidae, Squalidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Grand_Banks_of_Newfoundland_105;Transient Pelagics
416;Odobenus rosmarus;Odobenus rosmarus;137077.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus;Grand_Banks_of_Newfoundland_105;Walrus
417;Pseudopleuronectes americanus;Pseudopleuronectes americanus;158885.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Pseudopleuronectes;Pseudopleuronectes americanus;Grand_Banks_of_Newfoundland_105;Winter flounder
418;Glyptocephalus cynoglossus;Glyptocephalus cynoglossus;127136.0;Species;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Glyptocephalus;Glyptocephalus cynoglossus;Grand_Banks_of_Newfoundland_105;Witch flounder
419;Limanda ferruginea;Limanda ferruginea;158879.0;Species;unaccepted;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;Limanda;Limanda ferruginea;Grand_Banks_of_Newfoundland_105;Yellowtail Flounders
420;Invertebrata;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Benthic inv.
421;Callinectes;Callinectes;106921.0;Genus;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Nan;Gulf_of_California_450;Callinectes sp.
422;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Gulf_of_California_450;Cephalopoda
423;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Gulf_of_California_450;Coastal birds
424;Detritus (non-living);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Detritus
425;Elasmobranchii;Elasmobranchii;10193.0;Class;accepted;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Gulf_of_California_450;Elasmobranchi (RAYS)
426;Elasmobranchii;Elasmobranchii;10193.0;Class;accepted;Animalia;Chordata;Elasmobranchii;None;None;None;Nan;Gulf_of_California_450;Elasmobranchi (SHARKS)
427;Farfantepenaeus californiensis;Farfantepenaeus californiensis;377431.0;Species;unaccepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus californiensis;Gulf_of_California_450;Farfantepenaeus californiensis (ADULTS)
428;Farfantepenaeus californiensis;Farfantepenaeus californiensis;377431.0;Species;unaccepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Farfantepenaeus;Farfantepenaeus californiensis;Gulf_of_California_450;Farfantepenaeus californiensis (JUVENILES)
429;Pleuronectiformes;Pleuronectiformes;10331.0;Order;accepted;Animalia;Chordata;Teleostei;Pleuronectiformes;None;None;Nan;Gulf_of_California_450;Flat fishes
430;Haemulidae;Haemulidae;125538.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;None;Nan;Gulf_of_California_450;Haemulidae
431;Litopenaeus stylirostris;Litopenaeus stylirostris;377458.0;Species;unaccepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus stylirostris;Gulf_of_California_450;Litopenaeus stylirostris (ADULTS)
432;Litopenaeus stylirostris;Litopenaeus stylirostris;377458.0;Species;unaccepted;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus stylirostris;Gulf_of_California_450;Litopenaeus stylirostris (JUVENILES)
433;Macrophyta (aggregate);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Macrophytes
434;Aves;Aves;1836.0;Class;accepted;Animalia;Chordata;Aves;None;None;None;Nan;Gulf_of_California_450;Marine birds
435;Merluccidae;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Merluccidae
436;Gerreidae;Gerreidae;151456.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;None;Nan;Gulf_of_California_450;Mojarras
437;Myctophidae;Myctophidae;125498.0;Family;accepted;Animalia;Chordata;Teleostei;Myctophiformes;Myctophidae;None;Nan;Gulf_of_California_450;Myctophidos
438;Mysticeti;Mysticeti;148724.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Gulf_of_California_450;Mysticeti
439;Odontoceti;Odontoceti;148723.0;Superfamily;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;None;None;Nan;Gulf_of_California_450;Odontoceti
440;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Gulf_of_California_450;Other fishes
441;Phocoena sinus;Phocoena sinus;343897.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Phocoenidae;Phocoena;Phocoena sinus;Gulf_of_California_450;Phocoena sinus
442;Phytoplankton (aggregate);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Phytoplankton
443;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Gulf_of_California_450;Polychaeta
444;Rhinobatidae;Rhinobatidae;105712.0;Family;accepted;Animalia;Chordata;Elasmobranchii;Rhinopristiformes;Rhinobatidae;None;Nan;Gulf_of_California_450;Rhinobatidae
445;Sciaenidae;Sciaenidae;125558.0;Family;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;None;Nan;Gulf_of_California_450;Sciaenidae
446;Serranidae;Serranidae;125561.0;Family;accepted;Animalia;Chordata;Teleostei;Perciformes;Serranidae;None;Nan;Gulf_of_California_450;Serranidae
447;Sicyonia penicillata;Sicyonia penicillata;377649.0;Species;accepted;Animalia;Arthropoda;Malacostraca;Decapoda;Sicyoniidae;Sicyonia;Sicyonia penicillata;Gulf_of_California_450;Sicyonia penicillata
448;Clupeiformes;Clupeiformes;10297.0;Order;accepted;Animalia;Chordata;Teleostei;Clupeiformes;None;None;Nan;Gulf_of_California_450;Small pelagics
449;Stomatopoda;Stomatopoda;14355.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Stomatopoda;None;None;Nan;Gulf_of_California_450;Stomatopoda
450;Totoaba macdonaldi;Totoaba macdonaldi;283019.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi;Gulf_of_California_450;Totoaba macdonaldi (ADULTS)
451;Totoaba macdonaldi;Totoaba macdonaldi;283019.0;Species;accepted;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;Totoaba;Totoaba macdonaldi;Gulf_of_California_450;Totoaba macdonaldi (JUVENILES)
452;Zalophus californianus;Zalophus californianus;255003.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Zalophus;Zalophus californianus;Gulf_of_California_450;Zalophus californianus
453;Zooplankton (aggregate);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Gulf_of_California_450;Zooplankton
454;Salvelinus alpinus;Salvelinus alpinus;127188.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salvelinus;Salvelinus alpinus;Hudson_Bay_446;Arctic Char
455;Salmo salar;Salmo salar;127186.0;Species;accepted;Animalia;Chordata;Teleostei;Salmoniformes;Salmonidae;Salmo;Salmo salar;Hudson_Bay_446;Atlantic Salmon
456;Erignathus barbatus;Erignathus barbatus;137079.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Erignathus;Erignathus barbatus;Hudson_Bay_446;Bearded Seal
457;Delphinapterus leucas;Delphinapterus leucas;137115.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446;Beluga E
458;Delphinapterus leucas;Delphinapterus leucas;137115.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446;Beluga James
459;Delphinapterus leucas;Delphinapterus leucas;137115.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Delphinapterus;Delphinapterus leucas;Hudson_Bay_446;Beluga W
460;Bivalvia;Bivalvia;105.0;Class;accepted;Animalia;Mollusca;Bivalvia;None;None;None;Nan;Hudson_Bay_446;Bivalves
461;Balaena mysticetus;Balaena mysticetus;137086.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Balaenidae;Balaena;Balaena mysticetus;Hudson_Bay_446;Bowhead
462;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Hudson_Bay_446;Brackish Fish
463;Mallotus villosus;Mallotus villosus;126735.0;Species;accepted;Animalia;Chordata;Teleostei;Osmeriformes;Osmeridae;Mallotus;Mallotus villosus;Hudson_Bay_446;Capelin
464;Cephalopoda;Cephalopoda;11707.0;Class;accepted;Animalia;Mollusca;Cephalopoda;None;None;None;Nan;Hudson_Bay_446;Cephalopods
465;Copepoda;Copepoda;1080.0;Class;accepted;Animalia;Arthropoda;Copepoda;None;None;None;Nan;Hudson_Bay_446;Copepods
466;Crustacea;Crustacea;1066.0;Subphylum;accepted;Animalia;Arthropoda;None;None;None;None;Nan;Hudson_Bay_446;Crustaceans
467;Echinodermata;Echinodermata;1806.0;Phylum;accepted;Animalia;Echinodermata;None;None;None;None;Nan;Hudson_Bay_446;Echinoderms
468;Euphausiacea;Euphausiacea;1128.0;Order;accepted;Animalia;Arthropoda;Malacostraca;Euphausiacea;None;None;Nan;Hudson_Bay_446;Euphausids
469;Gadiformes;Gadiformes;10313.0;Order;accepted;Animalia;Chordata;Teleostei;Gadiformes;None;None;Nan;Hudson_Bay_446;Gadiformes
470;Phoca vitulina;Phoca vitulina;137084.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Phoca;Phoca vitulina;Hudson_Bay_446;Harbour Seal
471;Pagophilus groenlandicus;Pagophilus groenlandicus;159019.0;Species;accepted;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pagophilus;Pagophilus groenlandicus;Hudson_Bay_446;Harp seal
472;Sympagic algae (mixed community);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Hudson_Bay_446;Ice Algae
473;Detritus;Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Hudson_Bay_446;Ice Detritus
474;Orcinus orca;Orcinus orca;137102.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Delphinidae;Orcinus;Orcinus orca;Hudson_Bay_446;Killer Whale
475;Zooplankton (macroscale);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Hudson_Bay_446;MacroZooplankton
476;Polychaeta;Polychaeta;883.0;Class;accepted;Animalia;Annelida;Polychaeta;None;None;None;Nan;Hudson_Bay_446;Marine Worms
477;Protozoa;Protozoa;5.0;Kingdom;accepted;Protozoa;None;None;None;None;None;Nan;Hudson_Bay_446;MicroZooplankton
478;Monodon monoceros;Monodon monoceros;137116.0;Species;accepted;Animalia;Chordata;Mammalia;Cetartiodactyla;Monodontidae;Monodon;Monodon monoceros;Hudson_Bay_446;Narwhal
479;Benthic fauna (mixed assemblage);Nan;;;Not Found;Nan;Nan;Nan;Nan;Nan;Nan;Nan;Hudson_Bay_446;Other Benthos
480;Actinopterygii;Actinopterygii;10194.0;Gigaclass;accepted;Animalia;Chordata;None;None;None;None;Nan;Hudson_Bay_446;Other Marine Fish
