Unnamed: 0;file_name;node;IsAlive_chatgpt;Taxonomic Level_chatgpt;class_chatgpt_separate_session;family_chatgpt_separate_session;genus_chatgpt_separate_session;kingdom_chatgpt_separate_session;order_chatgpt_separate_session;phylum_chatgpt_separate_session;species_chatgpt_separate_session;IsAlive_x;kingdom_chatgpt;phylum_chatgpt;class_chatgpt;order_chatgpt;family_chatgpt;genus_chatgpt;species_chatgpt;kingdom_baseline;phylum_baseline;class_baseline;order_baseline;family_baseline;genus_baseline;species_baseline;IsAlive_y
486.0;hudson_bay_446;polar bear whb;True;Species;Mammalia;Ursidae;Ursus;Animalia;Carnivora;Chordata;Ursus maritimus;True;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;True
488.0;hudson_bay_446;ringed seal;True;Species;Mammalia;Phocidae;Pusa;Animalia;Carnivora;Chordata;Pusa hispida;True;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa hispida;Animalia;Chordata;Mammalia;Carnivora;Phocidae;Pusa;Pusa hispida;True
490.0;hudson_bay_446;sandlance;True;Genus;Actinopterygii;Ammodytidae;Ammodytes;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Ammodytidae;Ammodytes;Ammodytes americanus;Animalia;Chordata;Teleostei;Perciformes;Ammodytidae;Ammodytes;Ammodytes dubius;True
491.0;hudson_bay_446;sculpins/ zoarcids;True;Family;Actinopterygii;Cottidae;;Animalia;Scorpaeniformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Cottidae;Myoxocephalus;Myoxocephalus scorpioides;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
492.0;hudson_bay_446;seabirds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;;;;;Animalia;Chordata;Aves;;;;;True
489.0;hudson_bay_446;sh polar bear;True;Species;Mammalia;Ursidae;Ursus;Animalia;Carnivora;Chordata;Ursus maritimus;True;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;Animalia;Chordata;Mammalia;Carnivora;Ursidae;Ursus;Ursus maritimus;True
493.0;hudson_bay_446;sharks/rays;True;Class;Chondrichthyes;;;Animalia;;Chordata;;True;Animalia;Chordata;Chondrichthyes;;;;;Animalia;Chordata;Elasmobranchii;;;;;True
494.0;hudson_bay_446;walrus n;True;Species;Mammalia;Odobenidae;Odobenus;Animalia;Carnivora;Chordata;Odobenus rosmarus;True;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;;True
495.0;hudson_bay_446;walrus s;True;Species;Mammalia;Odobenidae;Odobenus;Animalia;Carnivora;Chordata;Odobenus rosmarus;True;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;Odobenus rosmarus;Animalia;Chordata;Mammalia;Carnivora;Odobenidae;Odobenus;;True
496.0;jalisco_and_colima_coast_307;adultos lutjanu;True;Genus;Actinopterygii;Lutjanidae;Lutjanus;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;Lutjanus;Lutjanus guttatus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;True
497.0;jalisco_and_colima_coast_307;anguilas y more;True;Order;Actinopterygii;;;Animalia;Anguilliformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Anguilliformes;;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
498.0;jalisco_and_colima_coast_307;aves marinas;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;;;;;Animalia;Chordata;Aves;;;;;True
499.0;jalisco_and_colima_coast_307;braquiuros;True;Order;Malacostraca;;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Portunidae;Callinectes;Callinectes arcuatus;Animalia;Arthropoda;Malacostraca;Decapoda;;;;True
500.0;jalisco_and_colima_coast_307;carángidos;True;Family;Actinopterygii;Carangidae;;Animalia;Carangiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Carangiformes;Carangidae;;;Animalia;Chordata;Teleostei;Carangiformes;Carangidae;;;True
502.0;jalisco_and_colima_coast_307;dorado;True;Species;Actinopterygii;Coryphaenidae;Coryphaena;Animalia;Carangiformes;Chordata;Coryphaena hippurus;True;Animalia;Chordata;Actinopterygii;Carangiformes;Coryphaenidae;Coryphaena;Coryphaena hippurus;Animalia;Chordata;Teleostei;Carangiformes;Coryphaenidae;;;True
503.0;jalisco_and_colima_coast_307;equinodermos;True;Phylum;;;;Animalia;;Echinodermata;;True;Animalia;Echinodermata;Echinoidea;Cidaroida;Cidaridae;Eucidaris;Eucidaris thouarsii;Animalia;Echinodermata;;;;;;True
504.0;jalisco_and_colima_coast_307;escómbridos;True;Family;Actinopterygii;Scombridae;;Animalia;Scombriformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Scombriformes;Scombridae;Thunnus;Thunnus albacares;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;True
505.0;jalisco_and_colima_coast_307;estomatópodos;True;Order;Malacostraca;;;Animalia;Stomatopoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;Animalia;Arthropoda;Malacostraca;Stomatopoda;;;;True
507.0;jalisco_and_colima_coast_307;gasterosteidos;True;Family;Actinopterygii;Gasterosteidae;;Animalia;Gasterosteiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Gasterosteiformes;Gasterosteidae;Gasterosteus;Gasterosteus aculeatus;Animalia;Chordata;Teleostei;Perciformes;Gasterosteidae;;;True
508.0;jalisco_and_colima_coast_307;gerreidos;True;Family;Actinopterygii;Gerreidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Gerreidae;Diapterus;Diapterus peruvianus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Gerreidae;;;True
509.0;jalisco_and_colima_coast_307;haemúlidos;True;Family;Actinopterygii;Haemulidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Haemulidae;Anisotremus;Anisotremus interruptus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Haemulidae;;;True
510.0;jalisco_and_colima_coast_307;infauna;True;Class;Polychaeta;;;Animalia;;Annelida;;True;Animalia;Annelida;Polychaeta;;Nereididae;Nereis;Nereis succinea;Animalia;;;;;;;True
511.0;jalisco_and_colima_coast_307;juveniles lutja;True;Genus;Actinopterygii;Lutjanidae;Lutjanus;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;Lutjanus;Lutjanus guttatus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;True
512.0;jalisco_and_colima_coast_307;mamíferos marin;True;Class;Mammalia;;;Animalia;;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops truncatus;Animalia;Chordata;Mammalia;;;;;True
513.0;jalisco_and_colima_coast_307;moluscos;True;Phylum;;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Bivalvia;Pectinida;Pectinidae;Argopecten;Argopecten ventricosus;Animalia;Mollusca;;;;;;True
514.0;jalisco_and_colima_coast_307;ophidiidos;True;Family;Actinopterygii;Ophidiidae;;Animalia;Ophidiiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Ophidiiformes;Ophidiidae;Ophidion;Ophidion spp.;Animalia;Chordata;Teleostei;Ophidiiformes;Ophidiidae;;;True
515.0;jalisco_and_colima_coast_307;otros crustáceo;True;Class;;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;;;;;;Animalia;Arthropoda;;;;;;True
516.0;jalisco_and_colima_coast_307;otros lutjánido;True;Family;Actinopterygii;Lutjanidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Lutjanidae;;;True
517.0;jalisco_and_colima_coast_307;otros macroinve;True;Class;;;;Animalia;;;;True;Animalia;;;;;;;Animalia;;;;;;;True
518.0;jalisco_and_colima_coast_307;otros peces;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
519.0;jalisco_and_colima_coast_307;peneidos;True;Family;Malacostraca;Penaeidae;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;Litopenaeus;Litopenaeus vannamei;Animalia;Arthropoda;Malacostraca;Decapoda;Penaeidae;;;True
520.0;jalisco_and_colima_coast_307;picudos;True;Family;Actinopterygii;Lutjanidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Lutjanidae;;;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;;;True
521.0;jalisco_and_colima_coast_307;pleuronéctidos;True;Family;Actinopterygii;;;Animalia;Pleuronectiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Pleuronectiformes;;Paralichthys;Paralichthys californicus;Animalia;Chordata;Teleostei;Pleuronectiformes;Pleuronectidae;;;True
522.0;jalisco_and_colima_coast_307;pulpo;True;Genus;Cephalopoda;Octopodidae;Octopus;Animalia;Octopoda;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus bimaculatus;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;;;True
523.0;jalisco_and_colima_coast_307;rayas;True;Order;Chondrichthyes;;;Animalia;Myliobatiformes;Chordata;;True;Animalia;Chordata;Chondrichthyes;Myliobatiformes;;Dasyatis;Dasyatis spp.;Animalia;Chordata;Elasmobranchii;;;;;True
524.0;jalisco_and_colima_coast_307;sardinas;True;Family;Actinopterygii;Clupeidae;;Animalia;Clupeiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax;Animalia;Chordata;Teleostei;Clupeiformes;Clupeidae;;;True
525.0;jalisco_and_colima_coast_307;sciánidos;True;Family;Actinopterygii;Sciaenidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Sciaenidae;Cynoscion;Cynoscion othonopterus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sciaenidae;;;True
526.0;jalisco_and_colima_coast_307;serranidos;True;Family;Actinopterygii;Serranidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Mycteroperca;Mycteroperca rosacea;Animalia;Chordata;Teleostei;Perciformes;Serranidae;;;True
527.0;jalisco_and_colima_coast_307;sierra;True;Species;Actinopterygii;Scombridae;Scomberomorus;Animalia;Scombriformes;Chordata;Scomberomorus sierra;True;Animalia;Chordata;Actinopterygii;Scombriformes;Scombridae;Scomberomorus;Scomberomorus sierra;Animalia;Chordata;Teleostei;Scombriformes;Scombridae;;;True
528.0;jalisco_and_colima_coast_307;synodontidos;True;Family;Actinopterygii;Synodontidae;;Animalia;Aulopiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Aulopiformes;Synodontidae;Synodus;;Animalia;Chordata;Teleostei;Aulopiformes;Synodontidae;;;True
529.0;jalisco_and_colima_coast_307;tetraodóntidos;True;Family;Actinopterygii;Tetraodontidae;;Animalia;Tetraodontiformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Tetraodontiformes;Tetraodontidae;Sphoeroides;Sphoeroides annulatus;Animalia;Chordata;Teleostei;Tetraodontiformes;Tetraodontidae;;;True
530.0;jalisco_and_colima_coast_307;tiburones;True;Class;Chondrichthyes;;;Animalia;;Chordata;;True;Animalia;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus falciformis;Animalia;Chordata;Elasmobranchii;;;;;True
531.0;jalisco_and_colima_coast_307;tortugas marina;True;Family;Reptilia;Cheloniidae;;Animalia;Testudines;Chordata;;True;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;Chelonia;Chelonia mydas;Animalia;Chordata;;Testudines;;;;True
532.0;jalisco_and_colima_coast_307;zooplancton;True;Class;Copepoda;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Copepoda;Calanoida;Acartiidae;Acartia;Acartia tonsa;Animalia;;;;;;;True
534.0;jurien_bay_456;baldchin grouper;True;Species;Actinopterygii;Labridae;Choerodon;Animalia;Perciformes;Chordata;Choerodon rubescens;True;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Choerodon;Choerodon rubescens;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Choerodon;Choerodon rubescens;True
535.0;jurien_bay_456;breaksea cod;True;Family;Actinopterygii;Serranidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Serranidae;Epinephelides;armatus;Animalia;Chordata;Teleostei;Perciformes;Anthiadidae;Epinephelides;Epinephelides armatus;True
536.0;jurien_bay_456;carnivorous jellyfish;True;Class;Scyphozoa;;;Animalia;;Cnidaria;;True;Animalia;Cnidaria;Scyphozoa;;;;;Animalia;Cnidaria;;;;;;True
537.0;jurien_bay_456;chaetognaths;True;Phylum;;;;Animalia;;Chaetognatha;;True;Animalia;Chaetognatha;Sagittoidea;;Sagittidae;Sagitta;Sagitta elegans (representative);Animalia;Chaetognatha;;;;;;True
538.0;jurien_bay_456;corraline algae;True;Order;Florideophyceae;;;Plantae;Corallinales;Rhodophyta;;True;Plantae;Rhodophyta;Florideophyceae;Corallinales;Corallinaceae;Corallina;Corallina officinalis;Plantae;;;;;;;True
539.0;jurien_bay_456;cuttlefish;True;Order;Cephalopoda;;;Animalia;Sepiida;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiidae;Sepia;Sepia apama;Animalia;Mollusca;Cephalopoda;Sepiida;Sepiidae;;;True
541.0;jurien_bay_456;deposit feed. invert.;True;Phylum;;;;Animalia;;Annelida;;True;Animalia;Annelida;Polychaeta;Capitellida;Capitellidae;Capitella;Capitella capitata;Animalia;;;;;;;True
546.0;jurien_bay_456;dhufish;True;Species;Actinopterygii;Glaucosomatidae;Glaucosoma;Animalia;Pempheriformes;Chordata;Glaucosoma hebraicum;True;Animalia;Chordata;Actinopterygii;Pempheriformes;Glaucosomatidae;Glaucosoma;Glaucosoma hebraicum;Animalia;Chordata;Teleostei;Acropomatiformes;Glaucosomatidae;Glaucosoma;Glaucosoma hebraicum;True
547.0;jurien_bay_456;dolphins;True;Family;Mammalia;Delphinidae;;Animalia;Cetacea;Chordata;;True;Animalia;Chordata;Mammalia;Cetacea;Delphinidae;Tursiops;Tursiops aduncus;Animalia;Chordata;Mammalia;Cetartiodactyla;;;;True
548.0;jurien_bay_456;ecklonia;True;Genus;Phaeophyceae;Lessoniaceae;Ecklonia;Chromista;Laminariales;Ochrophyta;;True;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia;Ecklonia radiata;Chromista;Ochrophyta;Phaeophyceae;Laminariales;Lessoniaceae;Ecklonia;;True
549.0;jurien_bay_456;ephemeral seagrasses;True;Genus;Liliopsida;Hydrocharitaceae;Halophila;Plantae;Alismatales;Tracheophyta;;True;Plantae;Tracheophyta;Liliopsida;Alismatales;Hydrocharitaceae;Halophila;Halophila ovalis;Plantae;;;;;;;True
550.0;jurien_bay_456;infauna;True;Phylum;;;;Animalia;;Annelida;;True;Animalia;Annelida;Polychaeta;Capitellida;Capitellidae;Capitella;Capitella capitata;Animalia;;;;;;;True
551.0;jurien_bay_456;infaunal bivalves;True;Class;Bivalvia;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Bivalvia;Venerida;Tellinidae;Tellina;Tellina deltoidalis;Animalia;Mollusca;Bivalvia;;;;;True
552.0;jurien_bay_456;inshore ass. carnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Spariformes;Sparidae;Pagrus;Pagrus auratus;Animalia;;;;;;;True
553.0;jurien_bay_456;inshore benthopelagic carnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Scorpaeniformes;Platycephalidae;Platycephalus;Platycephalus fuscus;Animalia;;;;;;;True
554.0;jurien_bay_456;inshore pelagic zooplankton feed;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Engraulidae;Engraulis;Engraulis australis;Animalia;;;;;;;True
555.0;jurien_bay_456;inshore reef ass. herbivore;True;Family;Actinopterygii;Mixed (Kyphosidae/Acanthuridae/Scaridae);;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;;Mixed (Kyphosidae/Acanthuridae/Scaridae);;;Animalia;;;;;;;True
556.0;jurien_bay_456;inshore reef ass. omnivore;True;Family;Actinopterygii;Mixed (Pomacentridae/Labridae/Serranidae);;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;;Mixed (Pomacentridae/Labridae/Serranidae);;;Animalia;;;;;;;True
557.0;jurien_bay_456;inshore reef ass. zoobenthos feed.;True;Class;;;;Animalia;;;;True;Animalia;;;;;;;Animalia;;;;;;;True
558.0;jurien_bay_456;inshore sand ass. omnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Sillaginiformes;Sillaginidae;Sillago;Sillago ciliata;Animalia;;;;;;;True
559.0;jurien_bay_456;inshore seagrass ass. omnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Acanthopagrus;Acanthopagrus butcheri;Animalia;;;;;;;True
560.0;jurien_bay_456;inshore seagrass ass. zoob. feed.;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Favonigobius;;Animalia;;;;;;;True
561.0;jurien_bay_456;intertidal birds;True;Class;Aves;;;Animalia;;Chordata;;True;Animalia;Chordata;Aves;Charadriiformes;Haematopodidae;Haematopus;Haematopus fuliginosus;Animalia;Chordata;Aves;;;;;True
562.0;jurien_bay_456;king wrasse;True;Family;Actinopterygii;Labridae;;Animalia;Labriformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Labriformes;Labridae;Achoerodus;gouldii;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Labridae;Coris;;True
563.0;jurien_bay_456;large carn. gastropods;True;Class;Gastropoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Gastropoda;Neogastropoda;Muricidae;;;Animalia;Mollusca;Gastropoda;;;;;True
568.0;jurien_bay_456;large coastal sharks;True;Family;Chondrichthyes;Carcharhinidae;;Animalia;Carcharhiniformes;Chordata;;True;Animalia;Chordata;Chondrichthyes;Carcharhiniformes;Carcharhinidae;Carcharhinus;Carcharhinus leucas;Animalia;Chordata;Elasmobranchii;;;;;True
564.0;jurien_bay_456;large crabs;True;Order;Malacostraca;;;Animalia;Decapoda;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Grapsidae;Leptograpsus;Leptograpsus variegatus;Animalia;Arthropoda;Malacostraca;Decapoda;;;;True
565.0;jurien_bay_456;large herb. gastropods;True;Class;Gastropoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Gastropoda;Patellogastropoda;Nacellidae;Cellana;Cellana tramoserica;Animalia;Mollusca;Gastropoda;;;;;True
569.0;jurien_bay_456;large mobile carn. invert.;True;Class;Cephalopoda;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus tetricus;Animalia;;;;;;;True
570.0;jurien_bay_456;large mobile herb. invert.;True;Class;Echinoidea;;;Animalia;;Echinodermata;;True;Animalia;Echinodermata;Echinoidea;;;;;Animalia;;;;;;;True
567.0;jurien_bay_456;large zooplankton;True;Class;Malacostraca;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Euphausiacea;Euphausiidae;Euphausia;;Animalia;;;;;;;True
571.0;jurien_bay_456;lobster - adolescent;True;Species;Malacostraca;Palinuridae;Panulirus;Animalia;Decapoda;Arthropoda;Panulirus cygnus;True;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;True
572.0;jurien_bay_456;lobster adult;True;Species;Malacostraca;Palinuridae;Panulirus;Animalia;Decapoda;Arthropoda;Panulirus cygnus;True;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;True
573.0;jurien_bay_456;lobster- juvenile;True;Species;Malacostraca;Palinuridae;Panulirus;Animalia;Decapoda;Arthropoda;Panulirus cygnus;True;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;True
574.0;jurien_bay_456;lobster-post puerulus;True;Species;Malacostraca;Palinuridae;Panulirus;Animalia;Decapoda;Arthropoda;Panulirus cygnus;True;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;Animalia;Arthropoda;Malacostraca;Decapoda;Palinuridae;Panulirus;Panulirus cygnus;True
575.0;jurien_bay_456;low algae;True;Phylum;;;;Chromista;;Bacillariophyta;;True;Chromista;Bacillariophyta;Bacillariophyceae;;;Navicula (representative);;Plantae;;;;;;;True
578.0;jurien_bay_456;ndr benthopelagic carnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Sillaginiformes;Sillaginidae;Sillago;Sillago ciliata;Animalia;;;;;;;True
579.0;jurien_bay_456;ndr pelagic zooplankton feed.;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Engraulidae;Engraulis;Engraulis australis;Animalia;;;;;;;True
580.0;jurien_bay_456;ndr reef aa. zooplankton feed;True;Phylum;;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Clupeiformes;Clupeidae;Sardinops;Sardinops sagax;Animalia;;;;;;;True
581.0;jurien_bay_456;ndr reef ass. carnivore;True;Family;Actinopterygii;Sparidae;;Animalia;Spariformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Spariformes;Sparidae;Chrysophrys;Chrysophrys auratus;Animalia;;;;;;;True
582.0;jurien_bay_456;ndr reef ass. herbivore;True;Family;Actinopterygii;Kyphosidae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Kyphosidae;Kyphosus;Kyphosus sydneyanus;Animalia;;;;;;;True
583.0;jurien_bay_456;ndr reef ass. omnivore;True;Family;Actinopterygii;Labridae;;Animalia;Perciformes;Chordata;;True;Animalia;Chordata;Actinopterygii;Perciformes;Labridae;Choerodon;Choerodon rubescens;Animalia;;;;;;;True
584.0;jurien_bay_456;ndr reef ass. zoobenthos feed.;True;Phylum;;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Spariformes;Sparidae;Pagrus;Pagrus auratus;Animalia;;;;;;;True
585.0;jurien_bay_456;ndr sand ass. carnivore;True;Class;Polychaeta;;;Animalia;;Annelida;;True;Animalia;Annelida;Polychaeta;Phyllodocida;Nereididae;Nereis;Nereis diversicolor;Animalia;;;;;;;True
586.0;jurien_bay_456;ndr sand ass. omnivore;True;Class;Malacostraca;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Malacostraca;Decapoda;Ocypodidae;Ocypode;Ocypode ceratophthalmus;Animalia;;;;;;;True
587.0;jurien_bay_456;ndr sand ass. zoobenthos feed.;True;Phylum;;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Favonigobius;Favonigobius lateralis;Animalia;;;;;;;True
588.0;jurien_bay_456;ndr seagrass ass. carnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Gobiiformes;Gobiidae;Amblygobius;Amblygobius phalaena;Animalia;;;;;;;True
589.0;jurien_bay_456;ndr seagrass ass. omnivore;True;Class;Actinopterygii;;;Animalia;;Chordata;;True;Animalia;Chordata;Actinopterygii;Spariformes;Sparidae;Acanthopagrus;Acanthopagrus butcheri;Animalia;;;;;;;True
590.0;jurien_bay_456;octopus;True;Order;Cephalopoda;;;Animalia;Octopoda;Mollusca;;True;Animalia;Mollusca;Cephalopoda;Octopoda;Octopodidae;Octopus;Octopus tetricus;Animalia;Mollusca;Cephalopoda;Octopoda;;;;True
591.0;jurien_bay_456;perenial seagrasses;True;Genus;Liliopsida;Posidoniaceae;Posidonia;Plantae;Alismatales;Tracheophyta;;True;Plantae;Tracheophyta;Liliopsida;Alismatales;Posidoniaceae;Posidonia;Posidonia australis;Plantae;;;;;;;True
592.0;jurien_bay_456;photo. corals/sponges;True;Phylum;;;;Animalia;;Cnidaria;;True;Animalia;Cnidaria;Anthozoa;Scleractinia;Acroporidae;Acropora;Acropora millepora;Animalia;;;;;;;True
594.0;jurien_bay_456;pink snapper;True;Species;Actinopterygii;Sparidae;Pagrus;Animalia;Perciformes;Chordata;Pagrus auratus;True;Animalia;Chordata;Actinopterygii;Perciformes;Sparidae;Pagrus;Pagrus auratus;Animalia;Chordata;Teleostei;Eupercaria incertae sedis;Sparidae;Pagrus;Pagrus auratus;True
595.0;jurien_bay_456;rays;True;Order;Chondrichthyes;;;Animalia;Myliobatiformes;Chordata;;True;Animalia;Chordata;Chondrichthyes;Myliobatiformes;Myliobatidae;Myliobatis;Myliobatis australis;Animalia;Chordata;Elasmobranchii;;;;;True
596.0;jurien_bay_456;roe abalone;True;Species;Gastropoda;Haliotidae;Haliotis;Animalia;Vetigastropoda;Mollusca;Haliotis roei;True;Animalia;Mollusca;Gastropoda;Vetigastropoda;Haliotidae;Haliotis;Haliotis roei;Animalia;Mollusca;Gastropoda;Lepetellida;Haliotidae;Haliotis;Haliotis roei;True
597.0;jurien_bay_456;sargassum;True;Genus;Phaeophyceae;Sargassaceae;Sargassum;Chromista;Fucales;Ochrophyta;;True;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;;Chromista;Ochrophyta;Phaeophyceae;Fucales;Sargassaceae;Sargassum;;True
598.0;jurien_bay_456;sea lions;True;Species;Mammalia;Otariidae;Neophoca;Animalia;Carnivora;Chordata;Neophoca cinerea;True;Animalia;Chordata;Mammalia;Carnivora;Otariidae;Neophoca;Neophoca cinerea;Animalia;Chordata;Mammalia;Carnivora;Otariidae;;;True
599.0;jurien_bay_456;sea turtles;True;Order;Reptilia;;;Animalia;Testudines;Chordata;;True;Animalia;Chordata;Reptilia;Testudines;Cheloniidae;;;Animalia;Chordata;;Testudines;;;;True
601.0;jurien_bay_456;sessile bivalves;True;Class;Bivalvia;;;Animalia;;Mollusca;;True;Animalia;Mollusca;Bivalvia;Mytilida;Mytilidae;Mytilus;Mytilus galloprovincialis;Animalia;Mollusca;Bivalvia;;;;;True
602.0;jurien_bay_456;sessile epibenthos;True;Phylum;;;;Animalia;;Arthropoda;;True;Animalia;Arthropoda;Thecostraca;Sessilia;Balanidae;Amphibalanus;Amphibalanus amphitrite;Animalia;;;;;;;True
