,file_name,node,IsAlive_chatgpt,Taxonomic Level_chatgpt,class_chatgpt,family_chatgpt,genus_chatgpt,kingdom_chatgpt,order_chatgpt,phylum_chatgpt,species_chatgpt
459,Hudson_Bay_446,Beluga E,True,Species,Mammalia,Monodontidae,Delphinapterus,Animalia,Cetacea,Chordata,Delphinapterus leucas
460,Hudson_Bay_446,Beluga James,True,Species,Mammalia,Monodontidae,Delphinapterus,Animalia,Cetacea,Chordata,Delphinapterus leucas
461,Hudson_Bay_446,Beluga W,True,Species,Mammalia,Monodontidae,Delphinapterus,Animalia,Cetacea,Chordata,Delphinapterus leucas
462,Hudson_Bay_446,Bivalves,True,Class,Bivalvia,,,Animalia,,Mollusca,
463,Hudson_Bay_446,Bowhead,True,Species,Mammalia,Balaenidae,Balaena,Animalia,Cetacea,Chordata,Balaena mysticetus
464,Hudson_Bay_446,Brackish Fish,True,Class,Actinopterygii,,,Animalia,,Chordata,
465,Hudson_Bay_446,Capelin,True,Species,Actinopterygii,Osmeridae,Mallotus,Animalia,Osmeriformes,Chordata,Mallotus villosus
466,Hudson_Bay_446,Cephalopods,True,Class,Cephalopoda,,,Animalia,,Mollusca,
467,Hudson_Bay_446,Copepods,True,Class,Copepoda,,,Animalia,,Arthropoda,
468,Hudson_Bay_446,Crustaceans,True,Phylum,,,,Animalia,,Arthropoda,
469,Hudson_Bay_446,Echinoderms,True,Phylum,,,,Animalia,,Echinodermata,
470,Hudson_Bay_446,Euphausids,True,Order,Malacostraca,,,Animalia,Euphausiacea,Arthropoda,
471,Hudson_Bay_446,Gadiformes,True,Order,Actinopterygii,,,Animalia,Gadiformes,Chordata,
472,Hudson_Bay_446,Harbour Seal,True,Species,Mammalia,Phocidae,Phoca,Animalia,Carnivora,Chordata,Phoca vitulina
473,Hudson_Bay_446,Harp seal,True,Species,Mammalia,Phocidae,Pagophilus,Animalia,Carnivora,Chordata,Pagophilus groenlandicus
474,Hudson_Bay_446,Ice Algae,True,Class,Coscinodiscophyceae,,,Chromista,,Bacillariophyta,
475,Hudson_Bay_446,Ice Detritus,False,Kingdom,,,,,,,
476,Hudson_Bay_446,Killer Whale,True,Species,Mammalia,Delphinidae,Orcinus,Animalia,Cetacea,Chordata,Orcinus orca
477,Hudson_Bay_446,MacroZooplankton,True,Class,,,,Animalia,,,
478,Hudson_Bay_446,Marine Worms,True,Phylum,,,,Animalia,,Annelida,
479,Hudson_Bay_446,MicroZooplankton,True,Class,Dinophyceae,,,Protista,,Dinoflagellata,
480,Hudson_Bay_446,Narwhal,True,Species,Mammalia,Monodontidae,Monodon,Animalia,Cetacea,Chordata,Monodon monoceros
481,Hudson_Bay_446,Other Benthos,True,Class,Bivalvia,,,Animalia,,Mollusca,
482,Hudson_Bay_446,Other Marine Fish,True,Class,Actinopterygii,,,Animalia,,Chordata,
483,Hudson_Bay_446,Other MesoZooplankton,True,Class,Copepoda,,,Animalia,,Arthropoda,
484,Hudson_Bay_446,Pelagic Detritus,False,Kingdom,,,,,,,
485,Hudson_Bay_446,Polar Bear Foxe,True,Species,Mammalia,Ursidae,Ursus,Animalia,Carnivora,Chordata,Ursus maritimus
486,Hudson_Bay_446,Polar Bear WHB,True,Species,Mammalia,Ursidae,Ursus,Animalia,Carnivora,Chordata,Ursus maritimus
487,Hudson_Bay_446,Primary Production,True,Kingdom,,,,Chromista,,,
488,Hudson_Bay_446,Ringed Seal,True,Species,Mammalia,Phocidae,Pusa,Animalia,Carnivora,Chordata,Pusa hispida
489,Hudson_Bay_446,SH Polar Bear,True,Species,Mammalia,Ursidae,Ursus,Animalia,Carnivora,Chordata,Ursus maritimus
490,Hudson_Bay_446,Sandlance,True,Genus,Actinopterygii,Ammodytidae,Ammodytes,Animalia,Perciformes,Chordata,
491,Hudson_Bay_446,Sculpins/ Zoarcids,True,Family,Actinopterygii,Cottidae,,Animalia,Scorpaeniformes,Chordata,
492,Hudson_Bay_446,Seabirds,True,Class,Aves,,,Animalia,,Chordata,
493,Hudson_Bay_446,Sharks/Rays,True,Class,Chondrichthyes,,,Animalia,,Chordata,
494,Hudson_Bay_446,Walrus N,True,Species,Mammalia,Odobenidae,Odobenus,Animalia,Carnivora,Chordata,Odobenus rosmarus
495,Hudson_Bay_446,Walrus S,True,Species,Mammalia,Odobenidae,Odobenus,Animalia,Carnivora,Chordata,Odobenus rosmarus
496,Jalisco_and_Colima_Coast_307,Adultos Lutjanu,True,Genus,Actinopterygii,Lutjanidae,Lutjanus,Animalia,Perciformes,Chordata,
497,Jalisco_and_Colima_Coast_307,Anguilas y more,True,Order,Actinopterygii,,,Animalia,Anguilliformes,Chordata,
498,Jalisco_and_Colima_Coast_307,Aves marinas,True,Class,Aves,,,Animalia,,Chordata,
499,Jalisco_and_Colima_Coast_307,Braquiuros,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
500,Jalisco_and_Colima_Coast_307,Carángidos,True,Family,Actinopterygii,Carangidae,,Animalia,Carangiformes,Chordata,
501,Jalisco_and_Colima_Coast_307,Detritus,False,Kingdom,,,,,,,
502,Jalisco_and_Colima_Coast_307,Dorado,True,Species,Actinopterygii,Coryphaenidae,Coryphaena,Animalia,Carangiformes,Chordata,Coryphaena hippurus
503,Jalisco_and_Colima_Coast_307,Equinodermos,True,Phylum,,,,Animalia,,Echinodermata,
504,Jalisco_and_Colima_Coast_307,Escómbridos,True,Family,Actinopterygii,Scombridae,,Animalia,Scombriformes,Chordata,
505,Jalisco_and_Colima_Coast_307,Estomatópodos,True,Order,Malacostraca,,,Animalia,Stomatopoda,Arthropoda,
506,Jalisco_and_Colima_Coast_307,Fitoplancton,True,Phylum,,,,Various,,Various,
507,Jalisco_and_Colima_Coast_307,Gasterosteidos,True,Family,Actinopterygii,Gasterosteidae,,Animalia,Gasterosteiformes,Chordata,
508,Jalisco_and_Colima_Coast_307,Gerreidos,True,Family,Actinopterygii,Gerreidae,,Animalia,Perciformes,Chordata,
509,Jalisco_and_Colima_Coast_307,Haemúlidos,True,Family,Actinopterygii,Haemulidae,,Animalia,Perciformes,Chordata,
510,Jalisco_and_Colima_Coast_307,Infauna,True,Class,Polychaeta,,,Animalia,,Annelida,
511,Jalisco_and_Colima_Coast_307,Juveniles Lutja,True,Genus,Actinopterygii,Lutjanidae,Lutjanus,Animalia,Perciformes,Chordata,
512,Jalisco_and_Colima_Coast_307,Mamíferos marin,True,Class,Mammalia,,,Animalia,,Chordata,
513,Jalisco_and_Colima_Coast_307,Moluscos,True,Phylum,,,,Animalia,,Mollusca,
514,Jalisco_and_Colima_Coast_307,Ophidiidos,True,Family,Actinopterygii,Ophidiidae,,Animalia,Ophidiiformes,Chordata,
515,Jalisco_and_Colima_Coast_307,Otros crustáceo,True,Class,,,,Animalia,,Arthropoda,
516,Jalisco_and_Colima_Coast_307,Otros lutjánido,True,Family,Actinopterygii,Lutjanidae,,Animalia,Perciformes,Chordata,
517,Jalisco_and_Colima_Coast_307,Otros macroinve,True,Class,,,,Animalia,,,
518,Jalisco_and_Colima_Coast_307,Otros peces,True,Class,Actinopterygii,,,Animalia,,Chordata,
519,Jalisco_and_Colima_Coast_307,Peneidos,True,Family,Malacostraca,Penaeidae,,Animalia,Decapoda,Arthropoda,
520,Jalisco_and_Colima_Coast_307,Picudos,True,Family,Actinopterygii,Lutjanidae,,Animalia,Perciformes,Chordata,
521,Jalisco_and_Colima_Coast_307,Pleuronéctidos,True,Family,Actinopterygii,,,Animalia,Pleuronectiformes,Chordata,
522,Jalisco_and_Colima_Coast_307,Pulpo,True,Genus,Cephalopoda,Octopodidae,Octopus,Animalia,Octopoda,Mollusca,
523,Jalisco_and_Colima_Coast_307,Rayas,True,Order,Chondrichthyes,,,Animalia,Myliobatiformes,Chordata,
524,Jalisco_and_Colima_Coast_307,Sardinas,True,Family,Actinopterygii,Clupeidae,,Animalia,Clupeiformes,Chordata,
525,Jalisco_and_Colima_Coast_307,Sciánidos,True,Family,Actinopterygii,Sciaenidae,,Animalia,Perciformes,Chordata,
526,Jalisco_and_Colima_Coast_307,Serranidos,True,Family,Actinopterygii,Serranidae,,Animalia,Perciformes,Chordata,
527,Jalisco_and_Colima_Coast_307,Sierra,True,Species,Actinopterygii,Scombridae,Scomberomorus,Animalia,Scombriformes,Chordata,Scomberomorus sierra
528,Jalisco_and_Colima_Coast_307,Synodontidos,True,Family,Actinopterygii,Synodontidae,,Animalia,Aulopiformes,Chordata,
529,Jalisco_and_Colima_Coast_307,Tetraodóntidos,True,Family,Actinopterygii,Tetraodontidae,,Animalia,Tetraodontiformes,Chordata,
530,Jalisco_and_Colima_Coast_307,Tiburones,True,Class,Chondrichthyes,,,Animalia,,Chordata,
531,Jalisco_and_Colima_Coast_307,Tortugas marina,True,Family,Reptilia,Cheloniidae,,Animalia,Testudines,Chordata,
532,Jalisco_and_Colima_Coast_307,Zooplancton,True,Class,Copepoda,,,Animalia,,Arthropoda,
533,Jurien_Bay_456,Bait,False,Kingdom,,,,Animalia,,,
534,Jurien_Bay_456,Baldchin grouper,True,Species,Actinopterygii,Labridae,Choerodon,Animalia,Perciformes,Chordata,Choerodon rubescens
535,Jurien_Bay_456,Breaksea cod,True,Family,Actinopterygii,Serranidae,,Animalia,Perciformes,Chordata,
536,Jurien_Bay_456,Carnivorous Jellyfish,True,Class,Scyphozoa,,,Animalia,,Cnidaria,
537,Jurien_Bay_456,Chaetognaths,True,Phylum,,,,Animalia,,Chaetognatha,
538,Jurien_Bay_456,Corraline algae,True,Order,Florideophyceae,,,Plantae,Corallinales,Rhodophyta,
539,Jurien_Bay_456,Cuttlefish,True,Order,Cephalopoda,,,Animalia,Sepiida,Mollusca,
540,Jurien_Bay_456,Dead Carcasses,False,Kingdom,,,,Animalia,,,
541,Jurien_Bay_456,Deposit feed. invert.,True,Phylum,,,,Animalia,,Annelida,
542,Jurien_Bay_456,Detached algae other,False,Kingdom,,,,Chromista,,,
543,Jurien_Bay_456,Detached brown algae,False,Genus,Phaeophyceae,Lessoniaceae,Ecklonia,Chromista,Laminariales,Ochrophyta,
544,Jurien_Bay_456,Detached seagrass,False,Genus,Liliopsida,Posidoniaceae,Posidonia,Plantae,Alismatales,Tracheophyta,
545,Jurien_Bay_456,Detritus,False,Kingdom,,,,Plantae,,,
546,Jurien_Bay_456,Dhufish,True,Species,Actinopterygii,Glaucosomatidae,Glaucosoma,Animalia,Pempheriformes,Chordata,Glaucosoma hebraicum
547,Jurien_Bay_456,Dolphins,True,Family,Mammalia,Delphinidae,,Animalia,Cetacea,Chordata,
548,Jurien_Bay_456,Ecklonia,True,Genus,Phaeophyceae,Lessoniaceae,Ecklonia,Chromista,Laminariales,Ochrophyta,
549,Jurien_Bay_456,Ephemeral seagrasses,True,Genus,Liliopsida,Hydrocharitaceae,Halophila,Plantae,Alismatales,Tracheophyta,
550,Jurien_Bay_456,Infauna,True,Phylum,,,,Animalia,,Annelida,
551,Jurien_Bay_456,Infaunal bivalves,True,Class,Bivalvia,,,Animalia,,Mollusca,
552,Jurien_Bay_456,Inshore ass. carnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
553,Jurien_Bay_456,Inshore benthopelagic carnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
554,Jurien_Bay_456,Inshore pelagic zooplankton feed,True,Class,Actinopterygii,,,Animalia,,Chordata,
555,Jurien_Bay_456,Inshore reef ass. herbivore,True,Family,Actinopterygii,Mixed (Kyphosidae/Acanthuridae/Scaridae),,Animalia,,Chordata,
556,Jurien_Bay_456,Inshore reef ass. omnivore,True,Family,Actinopterygii,Mixed (Pomacentridae/Labridae/Serranidae),,Animalia,,Chordata,
557,Jurien_Bay_456,Inshore reef ass. zoobenthos feed.,True,Class,,,,Animalia,,,
558,Jurien_Bay_456,Inshore sand ass. omnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
559,Jurien_Bay_456,Inshore seagrass ass. omnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
560,Jurien_Bay_456,Inshore seagrass ass. zoob. feed.,True,Class,Actinopterygii,,,Animalia,,Chordata,
561,Jurien_Bay_456,Intertidal birds,True,Class,Aves,,,Animalia,,Chordata,
562,Jurien_Bay_456,King wrasse,True,Family,Actinopterygii,Labridae,,Animalia,Labriformes,Chordata,
563,Jurien_Bay_456,Large Carn. Gastropods,True,Class,Gastropoda,,,Animalia,,Mollusca,
564,Jurien_Bay_456,Large Crabs,True,Order,Malacostraca,,,Animalia,Decapoda,Arthropoda,
565,Jurien_Bay_456,Large Herb. Gastropods,True,Class,Gastropoda,,,Animalia,,Mollusca,
566,Jurien_Bay_456,Large Phytoplankton,True,Class,Coscinodiscophyceae,,,Chromista,,Bacillariophyta,
567,Jurien_Bay_456,Large Zooplankton,True,Class,Malacostraca,,,Animalia,,Arthropoda,
568,Jurien_Bay_456,Large coastal sharks,True,Family,Chondrichthyes,Carcharhinidae,,Animalia,Carcharhiniformes,Chordata,
569,Jurien_Bay_456,Large mobile carn. invert.,True,Class,Cephalopoda,,,Animalia,,Mollusca,
570,Jurien_Bay_456,Large mobile herb. invert.,True,Class,Echinoidea,,,Animalia,,Echinodermata,
571,Jurien_Bay_456,Lobster - Adolescent,True,Species,Malacostraca,Palinuridae,Panulirus,Animalia,Decapoda,Arthropoda,Panulirus cygnus
572,Jurien_Bay_456,Lobster Adult,True,Species,Malacostraca,Palinuridae,Panulirus,Animalia,Decapoda,Arthropoda,Panulirus cygnus
573,Jurien_Bay_456,Lobster- Juvenile,True,Species,Malacostraca,Palinuridae,Panulirus,Animalia,Decapoda,Arthropoda,Panulirus cygnus
574,Jurien_Bay_456,Lobster-post puerulus,True,Species,Malacostraca,Palinuridae,Panulirus,Animalia,Decapoda,Arthropoda,Panulirus cygnus
575,Jurien_Bay_456,Low algae,True,Phylum,,,,Chromista,,Bacillariophyta,
576,Jurien_Bay_456,Microbial heterotrophs,True,Kingdom,,,,Bacteria,,,
577,Jurien_Bay_456,Microphytobenthos,True,Class,Bacillariophyceae,,,Chromista,,Bacillariophyta,
578,Jurien_Bay_456,NDR benthopelagic carnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
579,Jurien_Bay_456,NDR pelagic zooplankton Feed.,True,Class,Actinopterygii,,,Animalia,,Chordata,
580,Jurien_Bay_456,NDR reef aa. zooplankton feed,True,Phylum,,,,Animalia,,Chordata,
581,Jurien_Bay_456,NDR reef ass. carnivore,True,Family,Actinopterygii,Sparidae,,Animalia,Spariformes,Chordata,
582,Jurien_Bay_456,NDR reef ass. herbivore,True,Family,Actinopterygii,Kyphosidae,,Animalia,Perciformes,Chordata,
583,Jurien_Bay_456,NDR reef ass. omnivore,True,Family,Actinopterygii,Labridae,,Animalia,Perciformes,Chordata,
584,Jurien_Bay_456,NDR reef ass. zoobenthos feed.,True,Phylum,,,,Animalia,,Chordata,
585,Jurien_Bay_456,NDR sand ass. carnivore,True,Class,Polychaeta,,,Animalia,,Annelida,
586,Jurien_Bay_456,NDR sand ass. omnivore,True,Class,Malacostraca,,,Animalia,,Arthropoda,
587,Jurien_Bay_456,NDR sand ass. zoobenthos feed.,True,Phylum,,,,Animalia,,Chordata,
588,Jurien_Bay_456,NDR seagrass ass. carnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
589,Jurien_Bay_456,NDR seagrass ass. omnivore,True,Class,Actinopterygii,,,Animalia,,Chordata,
590,Jurien_Bay_456,Octopus,True,Order,Cephalopoda,,,Animalia,Octopoda,Mollusca,
591,Jurien_Bay_456,Perenial seagrasses,True,Genus,Liliopsida,Posidoniaceae,Posidonia,Plantae,Alismatales,Tracheophyta,
592,Jurien_Bay_456,Photo. corals/sponges,True,Phylum,,,,Animalia,,Cnidaria,
593,Jurien_Bay_456,Photo. corals\/sponges,True,Phylum,,,,,,,
594,Jurien_Bay_456,Pink snapper,True,Species,Actinopterygii,Sparidae,Pagrus,Animalia,Perciformes,Chordata,Pagrus auratus
595,Jurien_Bay_456,Rays,True,Order,Chondrichthyes,,,Animalia,Myliobatiformes,Chordata,
596,Jurien_Bay_456,Roe abalone,True,Species,Gastropoda,Haliotidae,Haliotis,Animalia,Vetigastropoda,Mollusca,Haliotis roei
597,Jurien_Bay_456,Sargassum,True,Genus,Phaeophyceae,Sargassaceae,Sargassum,Chromista,Fucales,Ochrophyta,
598,Jurien_Bay_456,Sea lions,True,Species,Mammalia,Otariidae,Neophoca,Animalia,Carnivora,Chordata,Neophoca cinerea
599,Jurien_Bay_456,Sea turtles,True,Order,Reptilia,,,Animalia,Testudines,Chordata,
600,Jurien_Bay_456,Seagrass epiphytes,True,Class,Bacillariophyceae,,,Chromista,,Bacillariophyta,
601,Jurien_Bay_456,Sessile bivalves,True,Class,Bivalvia,,,Animalia,,Mollusca,
602,Jurien_Bay_456,Sessile epibenthos,True,Phylum,,,,Animalia,,Arthropoda,
603,Jurien_Bay_456,Small Gastropods,True,Class,Gastropoda,,,Animalia,,Mollusca,
604,Jurien_Bay_456,Small Phytoplankton,True,Class,Mamiellophyceae,,,Viridiplantae,,Chlorophyta,
605,Jurien_Bay_456,Small Zooplankton,True,Class,Copepoda,,,Animalia,,Arthropoda,
606,Jurien_Bay_456,Small coastal sharks,True,Order,Chondrichthyes,,,Animalia,Carcharhiniformes,Chordata,
607,Jurien_Bay_456,Small mobil epifauna,True,Class,Malacostraca,,,Animalia,,Arthropoda,
608,Jurien_Bay_456,Small mobile herbivores,True,Class,Gastropoda,,,Animalia,,Mollusca,
609,Jurien_Bay_456,Squid,True,Order,Cephalopoda,,,Animalia,Teuthida,Mollusca,
610,Jurien_Bay_456,Surface diving birds,True,Class,Aves,,,Animalia,,Chordata,
611,Jurien_Bay_456,Turfs,True,Class,Ulvophyceae,,,Plantae,,Chlorophyta,
612,Jurien_Bay_456,Water colum detritus,False,Kingdom,,,,Chromista,,,
613,Jurien_Bay_456,Western foxfish,True,Genus,Actinopterygii,Labridae,Bodianus,Animalia,Labriformes,Chordata,
614,Mauritania_650,Detritus,False,Kingdom,,,,,,,
615,Mauritania_650,Selaciens L inv,True,Order,Chondrichthyes,,,Animalia,Carcharhiniformes,Chordata,
616,Mauritania_650,Selaciens L pred,True,Order,Chondrichthyes,,,Animalia,,Chordata,
617,Mauritania_650,bathydem S inv,True,Phylum,,,,Animalia,,Arthropoda,
618,Mauritania_650,bathydem S pred,True,Class,Actinopterygii,,,Animalia,,Chordata,
619,Mauritania_650,cephalopodes comm,True,Class,Cephalopoda,,,Animalia,,Mollusca,
620,Mauritania_650,cephalopodes non-comm,True,Class,Cephalopoda,,,Animalia,,Mollusca,
621,Mauritania_650,chinchards,True,Genus,Actinopterygii,Carangidae,Trachurus,Animalia,Carangiformes,Chordata,
622,Mauritania_650,clupeides,True,Family,Actinopterygii,Clupeidae,,Animalia,Clupeiformes,Chordata,
623,Mauritania_650,crustaces comm,True,Class,Malacostraca,,,Animalia,,Arthropoda,
624,Mauritania_650,crustaces non-comm,True,Class,Malacostraca,,,Animalia,,Arthropoda,
625,Mauritania_650,dauphins,True,Family,Mammalia,Delphinidae,,Animalia,Cetacea,Chordata,
626,Mauritania_650,dem L inv,True,Phylum,,,,Animalia,,Mollusca,
627,Mauritania_650,dem L pred,True,Class,Actinopterygii,,,Animalia,,Chordata,
628,Mauritania_650,dem M inv,True,Phylum,,,,Animalia,,Arthropoda,
629,Mauritania_650,dem M pred,True,Class,Actinopterygii,,,Animalia,,Chordata,
630,Mauritania_650,dem S inv,True,Phylum,,,,Animalia,,Annelida,
631,Mauritania_650,dem S pred,True,Class,Actinopterygii,,,Animalia,,Chordata,
632,Mauritania_650,macrobenthos,True,Phylum,,,,Animalia,,,
633,Mauritania_650,macrozooplancton,True,Class,Malacostraca (representative for euphausiids) / mixed,,,Animalia,,Arthropoda (for crustacean components) / Chaetognatha (for arrow worms) - aggregated,
634,Mauritania_650,maquereau,True,Genus,Actinopterygii,Scombridae,Scomber,Animalia,Scombriformes,Chordata,
635,Mauritania_650,merlu,True,Genus,Actinopterygii,Merlucciidae,Merluccius,Animalia,Gadiformes,Chordata,
636,Mauritania_650,meso zooplancton,True,Class,Copepoda,,,Animalia,,Arthropoda,
637,Mauritania_650,mesopel inv,True,Phylum,,,,Animalia,,Mollusca,
638,Mauritania_650,mesopel pred,True,Class,Actinopterygii,,,Animalia,,Chordata,
639,Mauritania_650,micro zooplancton,True,Class,Copepoda,,,Animalia,,Arthropoda,
640,Mauritania_650,mugilides,True,Family,Actinopterygii,Mugilidae,,Animalia,Mugiliformes,Chordata,
641,Mauritania_650,oiseaux,True,Class,Aves,,,Animalia,,Chordata,
642,Mauritania_650,orque,True,Species,Mammalia,Delphinidae,Orcinus,Animalia,Cetacea,Chordata,Orcinus orca
643,Mauritania_650,pel L inv,True,Order,Cephalopoda,,,Animalia,Oegopsida,Mollusca,
644,Mauritania_650,pel L pred,True,Order,Actinopterygii,,,Animalia,Scombriformes,Chordata,
645,Mauritania_650,pel M planc,True,Family,Actinopterygii,Clupeidae,,Animalia,Clupeiformes,Chordata,
646,Mauritania_650,producteurs primaires,True,Phylum,,,,Chromista,,Bacillariophyta,
647,Mauritania_650,raie M,True,Family,Chondrichthyes,Rajidae,,Animalia,Rajiformes,Chordata,
648,Mauritania_650,sabres,True,Class,Actinopterygii,,,Animalia,,Chordata,
649,Mauritania_650,sparides comm,True,Family,Actinopterygii,Sparidae,,Animalia,Perciformes,Chordata,
650,Mauritania_650,thon cotier,True,Genus,Actinopterygii,Scombridae,Auxis,Animalia,Scombriformes,Chordata,
651,Mauritania_650,thon hauturier,True,Genus,Actinopterygii,Scombridae,Thunnus,Animalia,Scombriformes,Chordata,
652,Mississippi_River_Delta_779,Benthic algae,True,Phylum,,,,Plantae,,Chlorophyta,
653,Mississippi_River_Delta_779,Detritus,False,Kingdom,,,,,,,
654,Mississippi_River_Delta_779,Kemp Ridley sea turtle,True,Species,Reptilia,Cheloniidae,Lepidochelys,Animalia,Testudines,Chordata,Lepidochelys kempii
655,Mississippi_River_Delta_779,Phytoplankton,True,Phylum,,,,Chromista,,Bacillariophyta,
656,Mississippi_River_Delta_779,SAV,True,Genus,Liliopsida,Ruppiaceae,Ruppia,Plantae,Alismatales,Tracheophyta,
657,Mississippi_River_Delta_779,Zoobenthos,True,Class,Various,,,Animalia,,Various,
658,Mississippi_River_Delta_779,Zooplankton,True,Phylum,,,,Animalia,,Arthropoda,
659,Mississippi_River_Delta_779,adult Atlantic croaker,True,Species,Actinopterygii,Sciaenidae,Micropogonias,Animalia,Perciformes,Chordata,Micropogonias undulatus
660,Mississippi_River_Delta_779,adult bay anchovy,True,Species,Actinopterygii,Engraulidae,Anchoa,Animalia,Clupeiformes,Chordata,Anchoa mitchilli
661,Mississippi_River_Delta_779,adult black drum,True,Species,Actinopterygii,Sciaenidae,Pogonias,Animalia,Perciformes,Chordata,Pogonias cromis
662,Mississippi_River_Delta_779,adult blue catfish,True,Species,Actinopterygii,Ictaluridae,Ictalurus,Animalia,Siluriformes,Chordata,Ictalurus furcatus
663,Mississippi_River_Delta_779,adult blue crab,True,Species,Malacostraca,Portunidae,Callinectes,Animalia,Decapoda,Arthropoda,Callinectes sapidus
664,Mississippi_River_Delta_779,adult brown shrimp,True,Species,Malacostraca,Penaeidae,Farfantepenaeus,Animalia,Decapoda,Arthropoda,Farfantepenaeus aztecus
665,Mississippi_River_Delta_779,adult gizzard shad,True,Species,Actinopterygii,Clupeidae,Dorosoma,Animalia,Clupeiformes,Chordata,Dorosoma cepedianum
666,Mississippi_River_Delta_779,adult grey snapper,True,Species,Actinopterygii,Lutjanidae,Lutjanus,Animalia,Perciformes,Chordata,Lutjanus griseus
667,Mississippi_River_Delta_779,adult gulf menhaden,True,Species,Actinopterygii,Clupeidae,Brevoortia,Animalia,Clupeiformes,Chordata,Brevoortia patronus
668,Mississippi_River_Delta_779,adult gulf sturgeon,True,Species,Actinopterygii,Acipenseridae,Acipenser,Animalia,Acipenseriformes,Chordata,Acipenser oxyrinchus desotoi
669,Mississippi_River_Delta_779,adult largemouth bass,True,Species,Actinopterygii,Centrarchidae,Micropterus,Animalia,Perciformes,Chordata,Micropterus salmoides
670,Mississippi_River_Delta_779,adult pinfish,True,Species,Actinopterygii,Sparidae,Lagodon,Animalia,Perciformes,Chordata,Lagodon rhomboides
671,Mississippi_River_Delta_779,adult red drum,True,Species,Actinopterygii,Sciaenidae,Sciaenops,Animalia,Perciformes,Chordata,Sciaenops ocellatus
672,Mississippi_River_Delta_779,adult sand seatrout,True,Genus,Actinopterygii,Sciaenidae,Cynoscion,Animalia,Perciformes,Chordata,
673,Mississippi_River_Delta_779,adult sea catfish,True,Family,Actinopterygii,Ariidae,,Animalia,Siluriformes,Chordata,
674,Mississippi_River_Delta_779,adult sharks,True,Class,Chondrichthyes,,,Animalia,,Chordata,
675,Mississippi_River_Delta_779,adult sheepshead,True,Species,Actinopterygii,Sparidae,Archosargus,Animalia,Perciformes,Chordata,Archosargus probatocephalus
676,Mississippi_River_Delta_779,adult silver perch,True,Species,Actinopterygii,Sciaenidae,Bairdiella,Animalia,Perciformes,Chordata,Bairdiella chrysoura
677,Mississippi_River_Delta_779,adult southern flounder,True,Species,Actinopterygii,Paralichthyidae,Paralichthys,Animalia,Pleuronectiformes,Chordata,Paralichthys lethostigma
678,Mississippi_River_Delta_779,adult spot,True,Species,Actinopterygii,Sciaenidae,Leiostomus,Animalia,Perciformes,Chordata,Leiostomus xanthurus
679,Mississippi_River_Delta_779,adult spotted seatrout,True,Species,Actinopterygii,Sciaenidae,Cynoscion,Animalia,Perciformes,Chordata,Cynoscion nebulosus
680,Mississippi_River_Delta_779,adult striped mullet,True,Species,Actinopterygii,Mugilidae,Mugil,Animalia,Mugiliformes,Chordata,Mugil cephalus
681,Mississippi_River_Delta_779,adult sunfishes,True,Family,Actinopterygii,Centrarchidae,,Animalia,Perciformes,Chordata,
682,Mississippi_River_Delta_779,adult threadfin shad,True,Species,Actinopterygii,Clupeidae,Dorosoma,Animalia,Clupeiformes,Chordata,Dorosoma petenense
683,Mississippi_River_Delta_779,adult white shrimp,True,Species,Malacostraca,Penaeidae,Litopenaeus,Animalia,Decapoda,Arthropoda,Litopenaeus setiferus
684,Mississippi_River_Delta_779,benthic crustaceans,True,Class,Malacostraca,,,Animalia,,Arthropoda,
685,Mississippi_River_Delta_779,dolphins,True,Family,Mammalia,Delphinidae,,Animalia,Cetacea,Chordata,
686,Mississippi_River_Delta_779,grass shrimp,True,Genus,Malacostraca,Palaemonidae,Palaemonetes,Animalia,Decapoda,Arthropoda,
687,Mississippi_River_Delta_779,juvenile bay anchovy,True,Species,Actinopterygii,Engraulidae,Anchoa,Animalia,Clupeiformes,Chordata,Anchoa mitchilli
688,Mississippi_River_Delta_779,juvenile black drum,True,Species,Actinopterygii,Sciaenidae,Pogonias,Animalia,Perciformes,Chordata,Pogonias cromis
689,Mississippi_River_Delta_779,juvenile blue catfish,True,Species,Actinopterygii,Ictaluridae,Ictalurus,Animalia,Siluriformes,Chordata,Ictalurus furcatus
690,Mississippi_River_Delta_779,juvenile blue crab,True,Species,Malacostraca,Portunidae,Callinectes,Animalia,Decapoda,Arthropoda,Callinectes sapidus
691,Mississippi_River_Delta_779,juvenile brown shrimp,True,Species,Malacostraca,Penaeidae,Farfantepenaeus,Animalia,Decapoda,Arthropoda,Farfantepenaeus aztecus
692,Mississippi_River_Delta_779,juvenile croaker,True,Species,Actinopterygii,Sciaenidae,Micropogonias,Animalia,Perciformes,Chordata,Micropogonias undulatus
693,Mississippi_River_Delta_779,juvenile gizzard shad,True,Species,Actinopterygii,Clupeidae,Dorosoma,Animalia,Clupeiformes,Chordata,Dorosoma cepedianum
